Day,Variation of Infected,Prevalence,Deaths,Seconds,classS,classE,classI,classT3,classT4,classR
1,65,185,0,17.13,24815,65,120,0,0,0
2,53,238,0,17.25,24762,118,118,2,0,0
3,21,259,0,17.28,24741,139,114,6,0,0
4,13,272,0,17.3,24728,152,111,9,0,0
5,16,288,0,17.35,24712,160,115,12,1,0
6,23,311,0,31.82,24689,128,168,14,1,0
7,31,342,0,31.87,24650,118,207,16,1,8
8,22,364,0,17.41,24624,120,222,19,1,14
9,11,375,0,17.43,24605,124,225,25,1,20
10,12,387,0,17.36,24589,118,237,30,2,24
11,18,405,0,17.39,24568,113,255,33,4,27
12,15,420,0,17.36,24538,112,267,39,2,42
13,18,438,0,31.9,24507,115,282,36,2,58
14,4,442,1,32.0,24481,123,275,42,2,76
15,12,454,1,17.53,24455,130,276,43,4,91
16,15,469,1,17.51,24431,136,279,46,7,100
17,14,483,1,17.54,24407,122,301,54,6,109
18,23,506,1,17.51,24375,124,321,54,6,119
19,4,510,1,17.5,24352,125,333,46,5,138
20,15,525,1,32.09,24325,132,337,48,8,149
21,38,563,1,32.36,24274,157,342,56,8,162
22,7,570,1,17.69,24253,151,351,61,7,176
23,10,580,1,17.66,24228,146,366,61,7,191
24,16,596,1,17.67,24198,152,371,64,9,205
25,8,604,1,17.81,24171,142,386,67,9,224
26,11,615,1,17.79,24146,131,396,77,11,238
27,12,627,1,32.42,24105,144,391,81,11,267
28,13,640,1,32.45,24076,151,398,78,13,283
29,13,653,1,17.84,24042,152,412,73,15,305
30,18,671,1,17.79,24006,157,426,75,13,322
31,-2,669,1,17.79,23977,162,418,77,11,354
32,2,671,1,17.79,23949,152,426,82,10,380
33,-1,670,1,17.83,23917,154,424,82,10,412
34,15,685,1,32.39,23882,162,434,79,10,432
35,19,704,1,32.42,23831,183,433,76,11,465
36,4,708,1,17.83,23800,174,436,86,12,491
37,9,717,1,17.87,23769,184,441,81,11,513
38,25,742,1,17.85,23730,178,472,82,10,527
39,6,748,1,17.94,23685,189,466,84,8,567
40,12,760,1,17.91,23649,180,486,81,11,592
41,33,793,1,32.51,23583,213,490,79,10,624
42,12,805,1,32.44,23541,221,487,90,7,653
43,3,808,1,17.96,23512,219,486,94,6,682
44,17,825,2,17.99,23458,229,498,89,7,717
45,25,850,2,17.99,23405,234,520,88,8,743
46,27,877,2,17.98,23348,226,557,89,5,773
47,23,900,2,18.09,23294,243,560,90,6,805
48,27,927,2,32.71,23233,268,558,94,7,838
49,19,946,2,32.73,23178,274,575,91,5,875
50,16,962,2,18.09,23127,272,591,91,8,909
51,16,978,2,18.14,23078,269,588,111,7,945
52,25,1003,2,18.13,23023,262,618,112,10,973
53,21,1024,2,18.17,22965,265,636,112,11,1009
54,13,1037,2,18.33,22912,268,641,113,14,1050
55,36,1073,2,32.81,22843,281,663,113,16,1082
56,22,1095,2,32.94,22789,283,676,116,18,1116
57,-11,1084,3,18.18,22752,263,678,127,16,1161
58,18,1102,4,18.23,22694,272,676,136,16,1202
59,9,1111,4,18.17,22634,259,695,139,17,1252
60,6,1117,4,18.31,22585,254,702,140,19,1296
61,13,1130,4,18.26,22534,259,716,137,16,1334
62,27,1157,4,33.1,22467,277,717,145,17,1373
