Day,Variation of Infected,Prevalence,Deaths,Seconds,classS,classE,classI,classT3,classT4,classR
1,59,179,0,18.3,24821,59,120,0,0,0
2,47,226,0,18.06,24774,106,117,3,0,0
3,17,243,0,18.51,24757,123,112,8,0,0
4,9,252,0,18.39,24748,132,108,12,0,0
5,16,268,0,18.42,24732,136,116,15,1,0
6,32,300,0,32.86,24699,123,154,20,3,1
7,40,340,0,32.69,24655,125,188,23,4,5
8,32,372,0,18.37,24620,142,199,26,5,8
9,17,389,0,18.22,24601,149,198,36,6,10
10,10,399,0,18.48,24587,145,210,37,7,14
11,21,420,0,18.7,24562,130,247,36,7,18
12,15,435,0,18.66,24532,123,269,35,7,34
13,14,449,0,33.59,24506,118,287,36,7,46
14,24,473,0,33.39,24464,140,291,37,5,63
15,9,482,0,18.82,24434,152,287,39,3,85
16,19,501,0,18.75,24410,153,299,48,1,89
17,31,532,0,18.75,24370,157,328,46,1,98
18,18,550,0,18.78,24341,161,332,53,4,109
19,18,568,0,18.64,24316,144,361,57,6,116
20,46,614,0,33.27,24265,169,375,64,6,121
21,25,639,0,33.0,24220,182,381,70,5,142
22,11,650,0,18.41,24193,173,400,72,5,157
23,20,670,0,18.7,24155,186,400,79,5,175
24,26,696,0,18.56,24114,195,411,83,7,190
25,14,710,0,18.64,24077,185,428,91,6,213
26,19,729,0,18.81,24041,185,445,93,6,230
27,31,760,0,33.5,23989,197,464,93,6,251
28,16,776,0,34.15,23947,204,471,94,7,277
29,22,798,0,19.12,23904,209,495,85,9,298
30,12,810,0,19.12,23867,211,504,82,12,324
31,7,817,0,18.8,23827,213,513,85,6,356
32,21,838,0,18.96,23778,202,554,77,5,384
33,11,849,0,18.65,23745,197,564,79,7,408
34,28,877,0,33.37,23689,219,557,91,8,436
35,13,890,0,34.09,23641,226,561,90,13,469
36,8,898,0,19.59,23600,225,565,95,11,504
37,25,923,0,19.5,23546,231,573,105,13,532
38,29,952,0,19.08,23486,253,570,112,15,564
39,10,962,1,19.4,23435,241,590,118,12,603
40,9,971,1,18.88,23386,258,570,131,12,642
41,32,1003,1,33.55,23327,276,584,132,11,669
42,31,1034,1,33.81,23257,280,615,128,11,708
43,13,1047,1,19.31,23205,284,628,127,8,747
44,21,1068,1,19.06,23145,294,640,123,8,789
45,11,1079,1,19.39,23089,289,663,117,8,833
46,15,1094,1,19.46,23026,288,680,117,8,880
47,10,1104,1,19.12,22967,292,687,119,6,928
48,46,1150,1,34.61,22885,324,692,124,7,967
49,35,1185,1,34.05,22806,343,705,128,9,1008
50,32,1217,1,19.3,22749,332,749,123,11,1035
51,28,1245,1,19.19,22681,351,764,120,9,1074
52,27,1272,1,19.39,22614,346,789,127,10,1113
53,23,1295,1,19.05,22549,327,832,125,11,1155
54,23,1318,1,19.51,22486,324,838,143,12,1196
55,14,1332,1,34.45,22422,323,849,148,12,1245
56,15,1347,1,34.32,22360,321,858,156,9,1295
57,11,1358,1,19.63,22301,312,877,158,9,1342
58,18,1376,1,19.06,22242,297,909,155,14,1382
59,18,1394,1,19.37,22173,310,911,152,18,1435
60,18,1412,1,19.42,22093,314,933,146,18,1495
61,24,1436,2,19.72,22016,338,929,151,18,1546
62,34,1470,3,34.58,21925,377,913,161,17,1604
63,29,1499,3,34.44,21840,409,906,161,18,1663
64,-5,1494,3,19.27,21783,391,915,171,16,1721
65,9,1503,3,19.56,21714,374,943,172,13,1781
66,16,1519,3,19.69,21642,373,947,185,11,1839
67,32,1551,3,19.9,21553,369,984,186,11,1894
68,19,1570,3,19.38,21478,358,1018,181,13,1949
69,14,1584,3,34.82,21392,396,998,174,13,2024
70,38,1622,3,34.7,21298,417,1008,182,12,2080
71,1,1623,3,19.75,21235,401,1019,188,14,2140
72,58,1681,3,20.17,21123,425,1051,187,14,2197
73,-1,1680,4,19.55,21047,424,1059,184,10,2272
74,21,1701,6,20.11,20963,418,1084,184,12,2333
75,9,1710,6,19.76,20883,414,1092,191,12,2402
76,53,1763,6,34.73,20789,423,1135,193,10,2444
77,55,1818,7,34.83,20679,446,1158,197,13,2500
78,8,1826,7,19.78,20595,443,1180,191,12,2572
79,23,1849,7,20.07,20503,447,1185,199,16,2643
80,5,1854,7,20.19,20422,452,1168,211,20,2720
81,33,1887,7,20.48,20321,453,1198,216,17,2788
82,13,1900,8,20.14,20233,437,1235,213,14,2860
83,57,1957,8,35.3,20107,482,1239,218,17,2929
84,38,1995,8,35.11,19992,514,1235,225,20,3006
85,-1,1994,8,20.36,19902,516,1224,233,19,3098
86,17,2011,8,19.75,19818,492,1253,239,23,3167
87,22,2033,8,20.34,19706,499,1271,241,21,3254
88,38,2071,8,20.77,19583,508,1302,240,20,3339
89,5,2076,8,20.56,19496,490,1332,236,16,3422
90,44,2120,8,35.93,19373,538,1317,243,19,3502
91,7,2127,8,35.73,19274,549,1320,235,19,3595
92,-4,2123,8,20.31,19208,491,1372,235,20,3666
93,16,2139,8,20.56,19103,480,1411,223,23,3752
94,50,2189,8,20.75,18978,499,1421,244,25,3825
95,0,2189,8,20.67,18881,494,1419,246,25,3927
96,16,2205,8,20.82,18779,489,1433,258,24,4009
97,60,2265,8,35.96,18652,547,1420,273,22,4078
98,42,2307,8,35.75,18527,571,1432,283,19,4160
99,-10,2297,8,20.83,18446,537,1456,283,21,4249
100,-6,2291,8,21.05,18351,530,1448,292,20,4351
101,-9,2282,8,20.51,18267,492,1472,293,23,4445
102,8,2290,8,20.41,18168,465,1510,295,19,4535
103,-1,2289,8,21.01,18066,462,1514,288,21,4641
104,2,2291,8,36.08,17936,516,1470,281,23,4766
105,27,2318,9,35.91,17823,527,1474,286,29,4852
106,-20,2298,9,20.82,17736,521,1460,283,33,4958
107,-14,2284,9,20.74,17650,515,1455,282,30,5059
108,2,2286,9,20.59,17562,492,1477,282,31,5147
109,-12,2274,9,20.62,17458,467,1496,274,34,5262
110,23,2297,9,20.83,17330,493,1479,282,37,5370
111,33,2330,9,36.15,17205,526,1475,295,34,5456
112,30,2360,9,36.11,17076,572,1447,302,38,5556
113,-29,2331,9,20.77,16995,559,1437,286,44,5670
114,-23,2308,9,20.88,16905,531,1453,279,37,5786
115,-27,2281,9,20.95,16821,499,1474,271,34,5892
116,0,2281,9,20.73,16720,458,1504,280,35,5994
117,6,2287,10,20.7,16623,456,1502,294,32,6083
