Day,Variation of Infected,Prevalence,Deaths,Seconds,classS,classE,classI,classT3,classT4,classR
1,61,181,0,16.93,24819,61,120,0,0,0
2,46,227,0,16.99,24773,107,120,0,0,0
3,22,249,0,16.9,24751,129,113,6,1,0
4,22,271,0,17.07,24729,151,111,7,2,0
5,12,283,0,17.01,24717,147,122,12,2,0
6,39,322,0,30.97,24678,142,163,15,2,0
7,35,357,0,30.95,24637,149,184,21,3,6
8,28,385,0,16.97,24604,150,204,27,3,12
9,33,418,0,17.17,24564,167,217,31,3,18
10,26,444,0,17.06,24535,176,234,31,3,21
11,16,460,1,17.24,24512,162,259,37,2,27
12,33,493,1,17.24,24474,161,285,43,4,32
13,32,525,1,31.2,24431,167,304,46,5,46
14,16,541,1,31.26,24397,166,327,43,5,61
15,18,559,1,17.32,24366,169,340,43,6,75
16,18,577,1,17.21,24327,184,345,45,3,95
17,18,595,1,17.17,24299,171,368,51,5,105
18,17,612,1,17.39,24265,155,395,55,5,124
19,31,643,1,17.3,24222,170,408,55,8,136
20,45,688,1,31.11,24162,195,425,60,8,149
21,21,709,1,31.14,24127,201,429,70,9,163
22,15,724,1,17.48,24103,191,443,82,8,172
23,18,742,1,17.54,24072,188,456,90,8,185
24,11,753,2,17.43,24036,184,468,88,13,209
25,13,766,2,17.57,24000,163,498,92,13,232
26,20,786,2,17.61,23954,176,499,98,13,258
27,40,826,2,31.67,23893,203,509,97,15,281
28,28,854,2,31.68,23839,229,513,93,18,306
29,2,856,2,17.64,23806,222,521,99,14,336
30,9,865,2,17.56,23768,225,523,103,13,366
31,10,875,2,17.53,23727,214,541,110,10,396
32,9,884,2,17.57,23684,200,570,103,11,430
33,22,906,2,17.62,23629,213,583,101,8,464
34,5,911,2,31.45,23577,225,579,103,4,510
35,29,940,2,31.54,23521,246,581,104,6,540
36,-1,939,2,17.64,23480,240,583,110,4,581
37,7,946,2,17.58,23436,241,591,109,4,617
38,9,955,3,17.72,23384,248,587,113,7,658
39,10,965,3,17.79,23342,224,617,111,11,692
