Day,Variation of Infected,Prevalence,Deaths,Seconds,classS,classE,classI,classT3,classT4,classR
1,61,181,0,17.42,24819,61,120,0,0,0
2,64,245,0,17.29,24755,125,119,1,0,0
3,17,262,0,17.53,24738,142,116,4,0,0
4,16,278,0,17.29,24722,158,111,9,0,0
5,11,289,0,17.56,24711,155,120,14,0,0
6,54,343,0,31.98,24656,153,172,17,1,1
7,48,391,0,32.04,24605,162,207,21,1,4
8,29,420,0,17.39,24571,170,225,23,2,9
9,16,436,0,17.48,24551,174,233,26,3,13
10,12,448,0,17.5,24535,161,251,34,2,17
11,29,477,0,17.45,24498,157,286,31,3,25
12,21,498,0,17.7,24466,142,318,33,4,37
13,28,526,0,32.22,24422,149,334,39,3,53
14,17,543,0,32.26,24389,161,337,42,3,68
15,8,551,0,17.74,24364,164,336,47,4,85
16,23,574,0,17.62,24328,173,345,53,3,98
17,10,584,0,17.62,24311,147,376,58,3,105
18,20,604,0,17.83,24278,140,398,62,4,118
19,36,640,0,17.61,24230,155,421,61,3,130
20,27,667,1,31.75,24178,185,411,67,3,155
21,13,680,1,31.77,24142,190,418,70,2,177
22,11,691,1,17.7,24116,189,426,75,1,192
23,11,702,1,17.94,24082,193,423,83,2,216
24,21,723,1,18.01,24046,175,457,87,4,230
25,21,744,1,18.02,24003,174,479,85,6,252
26,26,770,1,17.79,23957,187,484,92,7,272
27,23,793,1,31.8,23910,202,488,96,6,297
28,21,814,2,31.89,23867,216,495,99,4,317
29,24,838,2,18.09,23821,215,507,106,8,341
30,0,838,2,17.81,23781,218,513,101,6,379
31,18,856,2,17.82,23736,206,534,108,7,407
32,19,875,2,17.84,23682,218,538,108,10,442
33,11,886,2,18.14,23642,218,545,112,11,470
34,31,917,2,32.68,23580,246,544,114,12,502
35,27,944,2,32.73,23525,253,560,118,12,530
36,19,963,2,17.92,23472,266,563,125,9,563
37,3,966,2,17.91,23426,261,581,114,8,608
38,-2,964,2,18.12,23395,242,593,119,7,642
39,-3,961,2,17.97,23347,224,611,119,7,690
40,23,984,2,18.22,23293,228,629,116,11,721
41,28,1012,2,32.79,23227,243,635,119,13,761
42,13,1025,2,32.83,23181,246,641,123,14,793
43,11,1036,2,18.27,23128,261,643,118,12,836
44,-17,1019,2,18.01,23096,249,634,125,11,883
45,22,1041,2,18.24,23039,253,643,131,11,921
46,26,1067,2,18.26,22972,254,679,122,12,959
47,1,1068,3,18.4,22924,248,682,129,9,1005
48,25,1093,3,32.9,22860,274,682,126,10,1045
49,56,1149,3,33.0,22770,320,681,136,11,1079
50,-17,1132,3,14.6,22749,290,687,141,14,1116
51,-28,1104,3,12.19,22731,252,688,147,15,1164
52,-32,1072,3,12.19,22707,212,712,134,14,1218
53,-13,1059,3,12.25,22683,163,740,144,12,1255
54,-33,1026,3,12.26,22657,122,748,146,8,1316
55,20,1046,3,33.08,22594,161,719,158,7,1358
56,4,1050,4,33.05,22541,193,678,165,12,1407
57,-29,1021,4,12.17,22525,180,665,160,15,1451
58,-39,982,4,12.16,22511,175,635,154,16,1505
59,-37,945,4,12.12,22496,153,624,149,19,1555
60,-25,920,4,12.11,22479,111,637,151,19,1599
61,-29,891,4,12.07,22449,98,636,142,14,1657
62,-11,880,4,32.84,22409,122,616,129,13,1707
63,-16,864,4,32.68,22367,145,588,118,11,1767
64,-34,830,4,11.98,22353,140,555,123,10,1815
65,-32,798,4,11.94,22336,146,520,118,11,1865
66,-43,755,4,11.9,22327,113,513,118,6,1919
67,-41,714,5,11.87,22314,88,510,107,5,1971
68,-28,686,5,11.84,22297,78,502,95,8,2015
69,2,688,5,32.42,22251,101,489,91,7,2056
70,-6,682,5,32.44,22210,134,451,92,5,2103
71,-10,672,5,11.77,22197,134,442,88,7,2127
72,-43,629,5,11.74,22189,125,414,81,9,2177
73,-20,609,5,11.71,22177,109,411,79,8,2211
74,-40,569,5,11.66,22158,84,410,68,6,2269
75,-11,558,5,11.65,22134,76,406,68,8,2303
76,0,558,5,32.2,22088,106,381,62,8,2350
77,20,578,5,32.17,22040,147,359,62,8,2379
78,-18,560,5,11.6,22024,154,332,65,8,2412
