Day,Variation of Infected,Prevalence,Deaths,Seconds,classS,classE,classI,classT3,classT4,classR
1,54,174,0,16.95,24826,54,120,0,0,0
2,46,220,0,17.08,24780,100,118,2,0,0
3,20,240,0,17.11,24760,120,116,4,0,0
4,20,260,0,17.17,24740,140,112,8,0,0
5,12,272,0,17.07,24728,135,126,11,0,0
6,33,305,0,30.74,24694,130,161,12,2,1
7,35,340,0,30.76,24655,130,192,15,3,5
8,22,362,0,17.14,24630,136,204,19,3,8
9,16,378,0,17.16,24608,135,220,21,2,14
10,25,403,0,17.24,24579,146,228,25,3,19
11,11,414,0,17.12,24558,126,256,29,3,28
12,12,426,0,17.18,24534,125,264,31,4,42
13,15,441,0,30.97,24502,130,273,34,3,58
14,20,461,0,31.08,24467,137,281,39,3,73
15,16,477,0,17.25,24439,143,292,38,3,85
16,25,502,0,17.21,24403,152,311,36,3,95
17,9,511,0,17.31,24378,147,320,42,2,111
18,26,537,0,17.3,24346,150,329,56,1,118
19,20,557,0,17.26,24311,154,338,63,2,132
20,28,585,0,31.12,24273,162,351,70,1,143
21,22,607,0,31.01,24236,168,361,75,3,157
22,14,621,0,17.47,24211,165,374,75,6,169
23,21,642,0,17.47,24176,177,377,80,8,182
24,24,666,1,17.38,24138,166,405,83,11,196
25,11,677,1,17.47,24106,158,424,87,8,216
26,3,680,1,17.52,24078,156,426,89,9,241
27,22,702,1,31.4,24034,169,428,96,8,264
28,20,722,1,31.38,23992,183,436,96,7,285
29,6,728,1,17.39,23961,172,457,90,9,310
30,16,744,1,17.5,23921,183,459,90,11,335
31,0,744,1,17.54,23893,184,467,85,8,362
32,-6,738,1,17.63,23867,160,481,88,8,395
33,15,753,1,17.68,23825,168,479,100,6,421
34,42,795,1,31.54,23765,193,487,109,6,439
35,23,818,1,31.6,23719,198,511,103,6,462
36,11,829,1,17.67,23679,213,508,99,7,493
37,6,835,1,17.62,23642,217,512,98,6,524
38,9,844,1,17.58,23597,219,506,113,5,559
39,-9,835,1,17.59,23567,197,527,101,6,601
40,7,842,1,17.69,23520,205,527,99,9,639
41,7,849,1,31.53,23472,206,547,86,10,678
42,25,874,1,31.58,23414,227,544,96,7,711
43,2,876,1,17.72,23378,221,542,103,9,746
44,8,884,1,17.73,23335,226,546,101,10,781
45,13,897,1,17.67,23287,233,540,109,13,817
46,5,902,1,17.69,23248,213,563,110,16,849
47,22,924,2,17.7,23194,217,578,113,16,880
48,26,950,2,31.49,23135,238,584,115,12,914
49,15,965,2,31.61,23080,254,586,112,12,954
50,-20,945,2,13.96,23055,234,596,104,10,999
51,-17,928,2,11.59,23032,212,593,111,12,1038
52,-12,916,2,11.56,22999,185,594,125,11,1084
53,-6,910,2,11.58,22970,162,606,130,10,1120
54,-23,887,2,11.59,22950,131,614,131,9,1163
55,2,889,3,31.48,22911,150,603,126,9,1198
56,4,893,3,31.45,22863,166,593,122,10,1243
57,-26,867,3,11.55,22846,163,566,127,9,1286
58,-30,837,3,11.54,22838,137,564,128,8,1322
59,-29,808,3,11.55,22827,112,565,121,9,1363
60,-31,777,4,11.53,22816,76,573,112,16,1403
61,-25,752,4,11.53,22795,73,559,104,16,1449
62,-6,746,4,31.43,22767,82,543,105,16,1483
63,-5,741,4,31.33,22726,112,519,95,13,1531
64,-28,713,4,11.43,22717,109,494,97,11,1568
65,-48,665,4,11.4,22706,111,446,97,11,1625
66,-35,630,4,11.33,22700,93,434,92,11,1666
67,-30,600,4,11.31,22687,67,433,88,11,1710
68,-16,584,5,11.31,22673,55,439,74,16,1738
69,-8,576,5,31.11,22640,77,410,73,13,1782
70,0,576,5,31.12,22599,109,379,76,11,1821
71,-20,556,5,11.25,22586,113,353,78,12,1853
