Day,Variation of Infected,Prevalence,Deaths,Seconds,classS,classE,classI,classT3,classT4,classR
1,62,182,0,16.93,24818,62,120,0,0,0
2,55,237,0,16.88,24763,117,118,2,0,0
3,39,276,0,17.06,24724,156,109,11,0,0
4,35,311,0,17.0,24689,191,105,15,0,0
5,27,338,0,17.05,24662,209,111,18,0,0
6,39,377,0,31.01,24622,192,160,25,0,1
7,45,422,0,31.09,24574,190,206,25,1,4
8,64,486,0,17.16,24508,218,239,27,1,7
9,65,551,0,17.2,24438,251,267,32,1,11
10,65,616,0,17.18,24363,297,286,31,2,21
11,74,690,0,17.31,24286,319,332,36,3,24
12,70,760,0,17.44,24209,353,358,45,4,31
13,84,844,0,31.67,24109,394,398,47,3,49
14,69,913,0,31.82,24020,410,449,51,3,67
15,119,1032,0,17.58,23890,458,515,53,3,81
16,125,1157,0,17.65,23751,530,562,61,4,92
17,157,1314,0,17.72,23581,614,625,73,2,105
18,185,1499,0,17.8,23383,722,695,78,4,118
19,164,1663,0,18.07,23198,801,766,91,5,139
20,156,1819,0,32.56,23020,841,872,102,3,162
21,149,1968,0,32.97,22851,872,978,112,6,181
22,247,2215,0,18.5,22581,987,1110,113,5,204
23,325,2540,0,18.78,22240,1131,1261,137,7,224
24,271,2811,0,19.12,21945,1236,1396,165,12,246
25,290,3101,0,19.33,21624,1365,1531,192,12,276
26,329,3430,0,19.71,21254,1541,1660,219,10,316
27,261,3691,0,35.32,20942,1579,1860,240,12,367
28,325,4016,1,36.01,20580,1625,2087,289,13,405
29,402,4418,1,21.1,20125,1783,2279,338,16,458
30,400,4818,1,21.63,19670,1914,2504,378,20,513
31,412,5230,1,22.21,19204,2011,2768,419,31,566
32,439,5669,1,22.82,18681,2221,2961,442,44,650
33,430,6099,1,23.58,18174,2338,3237,475,47,728
34,428,6527,1,40.28,17648,2411,3549,507,58,826
35,409,6936,1,41.08,17139,2471,3843,561,58,927
36,461,7397,2,25.9,16550,2583,4153,599,57,1056
37,525,7922,3,26.82,15884,2754,4475,624,68,1192
38,496,8418,3,28.07,15239,2871,4788,683,70,1346
39,482,8900,3,29.2,14598,2986,5087,752,71,1503
40,531,9431,4,30.22,13909,3158,5363,828,76,1662
41,452,9883,5,47.85,13267,3177,5717,901,83,1850
42,420,10303,5,49.27,12644,3159,6072,981,83,2056
43,454,10757,5,33.92,11970,3208,6413,1042,87,2275
44,380,11137,5,35.43,11317,3188,6761,1091,91,2547
45,322,11459,5,36.64,10726,3112,7048,1181,107,2821
46,352,11811,6,37.79,10070,3107,7332,1249,115,3121
47,317,12128,6,39.34,9429,3121,7562,1317,119,3446
48,261,12389,6,58.06,8806,3088,7800,1369,121,3810
49,204,12593,6,59.44,8259,2996,8033,1430,123,4153
50,158,12751,7,42.76,7711,2963,8192,1455,134,4538
51,175,12926,8,43.8,7176,2805,8431,1529,147,4904
52,106,13032,9,44.63,6648,2722,8544,1601,155,5321
53,-28,13004,10,45.29,6185,2590,8633,1601,163,5818
54,-82,12922,11,45.84,5731,2464,8628,1644,169,6353
55,-64,12858,13,64.0,5262,2382,8630,1650,173,6890
56,-162,12696,13,64.1,4856,2289,8557,1645,188,7452
57,-244,12452,14,46.19,4497,2127,8480,1665,167,8050
58,-260,12192,16,45.76,4176,1948,8393,1675,155,8637
59,-363,11829,19,45.63,3900,1767,8258,1624,168,9264
60,-334,11495,20,45.15,3636,1571,8144,1601,160,9868
61,-396,11099,21,44.28,3390,1448,7913,1563,152,10513
62,-386,10713,22,60.68,3135,1328,7681,1524,164,11146
63,-439,10274,22,59.59,2911,1253,7341,1495,161,11817
64,-473,9801,22,41.51,2738,1151,7007,1457,171,12454
65,-481,9320,24,40.03,2591,1009,6724,1414,150,13088
66,-503,8817,25,38.6,2463,907,6357,1392,140,13716
67,-526,8291,25,37.27,2336,756,6046,1321,145,14371
68,-488,7803,26,36.14,2221,674,5697,1271,143,14968
69,-486,7317,26,51.62,2090,634,5334,1195,139,15582
70,-510,6807,27,50.14,1986,578,4955,1124,132,16198
71,-511,6296,29,31.81,1931,515,4607,1035,120,16763
72,-495,5801,29,30.38,1880,463,4248,960,111,17309
73,-481,5320,30,28.8,1816,376,3908,919,99,17852
74,-458,4862,30,27.86,1769,303,3603,848,95,18352
75,-455,4407,30,26.64,1730,257,3299,750,91,18843
76,-368,4039,30,40.93,1677,252,2960,723,92,19266
77,-400,3639,30,39.83,1635,231,2668,650,80,19706
78,-364,3275,30,23.9,1609,206,2375,605,72,20103
79,-307,2968,30,23.0,1594,175,2170,549,64,20418
80,-314,2654,30,22.28,1577,141,1962,492,50,20748
81,-292,2362,30,21.3,1549,132,1759,426,38,21066
82,-241,2121,30,20.7,1528,101,1585,392,37,21327
83,-224,1897,30,34.82,1502,109,1376,375,31,21577
84,-241,1656,30,34.28,1492,108,1191,326,30,21823
