Day,Variation of Infected,Prevalence,Deaths,Seconds,classS,classE,classI,classT3,classT4,classR
1,43,163,0,17.1,24837,43,120,0,0,0
2,51,214,0,17.21,24786,94,118,1,1,0
3,20,234,0,17.33,24766,114,114,4,2,0
4,14,248,0,17.38,24752,128,112,6,2,0
5,13,261,0,17.35,24739,134,113,12,2,0
6,33,294,0,31.57,24706,129,145,16,4,0
7,40,334,0,31.65,24665,127,183,19,5,1
8,30,364,0,17.3,24631,134,206,19,5,5
9,14,378,1,17.36,24611,144,209,20,5,10
10,6,384,1,17.48,24597,135,221,25,2,19
11,22,406,1,17.39,24569,131,242,31,1,25
12,2,408,1,17.53,24557,111,261,34,1,35
13,28,436,1,31.78,24518,112,283,39,2,45
14,33,469,1,31.81,24473,139,285,41,2,59
15,-5,464,1,17.53,24458,140,279,40,4,78
16,16,480,1,17.6,24435,138,290,46,6,84
17,11,491,1,17.47,24414,140,295,51,5,94
18,10,501,1,17.66,24391,126,315,50,8,109
19,26,527,1,17.56,24353,126,331,60,9,120
20,15,542,1,31.93,24320,134,330,71,7,137
21,26,568,1,31.92,24282,152,329,78,8,150
22,3,571,1,17.72,24260,154,332,79,6,168
23,6,577,1,17.71,24233,154,339,74,10,189
24,13,590,1,17.66,24203,155,355,70,10,206
25,12,602,1,17.7,24171,150,370,71,11,226
26,13,615,2,17.8,24143,137,392,76,7,243
27,16,631,2,32.07,24103,157,387,78,8,265
28,13,644,2,32.19,24069,165,391,82,6,285
29,14,658,3,17.65,24033,164,411,78,5,306
30,6,664,3,17.75,24000,166,420,74,4,333
31,18,682,3,17.7,23963,170,430,77,5,352
32,5,687,3,17.75,23932,164,436,84,3,378
33,24,711,3,17.81,23885,183,437,87,4,401
34,17,728,3,32.15,23844,185,443,89,9,427
35,21,749,3,32.2,23800,197,451,92,8,449
36,15,764,3,17.91,23755,204,455,96,7,480
37,25,789,3,17.77,23711,215,470,95,9,497
38,8,797,3,17.82,23674,207,486,92,12,526
39,5,802,3,17.83,23630,209,490,93,9,566
40,5,807,3,17.85,23593,196,512,87,10,599
41,25,832,3,32.06,23534,223,510,90,9,631
42,28,860,3,32.04,23475,233,528,89,9,663
43,25,885,3,17.98,23420,252,529,95,8,693
44,23,908,3,17.91,23372,261,537,100,10,717
45,2,910,3,18.0,23334,248,554,93,14,754
46,18,928,3,18.01,23291,231,590,93,14,778
47,17,945,3,18.08,23244,231,604,95,12,811
48,38,983,3,32.53,23170,249,626,99,8,845
49,25,1008,3,32.65,23109,260,630,109,7,882
50,1,1009,3,17.97,23067,265,627,110,7,921
51,11,1020,3,18.25,23022,266,628,115,11,955
