Day,Variation of Infected,Prevalence,Deaths,Seconds,classS,classE,classI,classT3,classT4,classR
1,50,170,0,16.85,24830,50,120,0,0,0
2,53,223,0,16.88,24777,103,118,2,0,0
3,24,247,0,16.93,24753,127,116,4,0,0
4,25,272,0,16.9,24728,152,111,8,1,0
5,14,286,0,16.95,24714,144,128,13,1,0
6,38,324,0,30.89,24676,142,160,21,1,0
7,37,361,0,30.96,24634,146,190,24,1,5
8,18,379,0,17.06,24609,148,201,29,1,12
9,18,397,0,17.03,24587,146,212,38,1,16
10,14,411,0,17.16,24571,135,234,39,3,18
11,19,430,0,17.11,24544,130,257,41,2,26
12,21,451,0,17.12,24514,120,279,50,2,35
13,19,470,0,31.13,24477,131,284,52,3,53
14,7,477,1,31.22,24446,138,282,52,5,76
15,7,484,1,17.14,24425,144,282,54,3,91
16,10,494,1,17.15,24408,135,297,57,4,98
17,22,516,1,17.19,24373,140,316,56,4,110
18,14,530,1,17.17,24349,125,350,50,5,120
19,18,548,1,17.33,24318,125,364,53,6,133
20,7,555,1,31.47,24287,142,350,57,6,157
21,14,569,2,31.49,24255,154,359,49,7,174
22,14,583,2,17.32,24228,148,372,55,7,188
23,13,596,2,17.38,24198,150,375,63,8,204
24,9,605,2,17.32,24172,145,381,71,6,223
25,9,614,2,17.39,24138,144,389,77,4,246
26,17,631,2,17.34,24104,148,396,80,6,264
27,18,649,3,31.44,24062,162,404,78,5,286
28,25,674,3,31.48,24019,177,408,81,6,306
29,14,688,3,17.37,23985,187,414,81,6,324
30,30,718,3,17.41,23943,194,433,81,10,336
31,10,728,3,17.4,23901,199,441,73,14,369
32,16,744,3,17.46,23855,204,457,68,15,398
33,21,765,3,17.42,23809,206,477,68,12,425
34,24,789,3,31.56,23757,225,482,70,9,454
35,21,810,3,31.61,23711,228,488,81,12,477
36,22,832,3,17.5,23663,234,492,89,13,506
37,9,841,3,17.58,23618,234,502,96,9,538
38,4,845,4,17.64,23589,213,520,103,8,563
39,20,865,4,17.57,23538,212,542,103,8,593
40,20,885,4,17.66,23490,214,554,104,10,624
41,11,896,4,31.79,23441,216,569,100,10,660
42,19,915,4,31.83,23384,232,570,100,13,697
43,29,944,4,17.69,23334,247,581,107,8,719
44,5,949,4,17.7,23281,253,582,107,7,766
45,25,974,4,17.72,23233,256,595,115,7,790
46,33,1007,5,17.72,23168,265,621,112,9,820
47,21,1028,5,17.72,23113,258,647,113,10,854
48,28,1056,5,31.93,23044,289,638,117,8,899
49,22,1078,5,31.97,22978,300,667,103,8,939
50,5,1083,5,17.75,22937,294,668,111,9,976
51,14,1097,5,17.71,22877,284,693,109,7,1025
52,10,1107,5,17.8,22824,274,721,102,10,1064
53,18,1125,5,17.84,22766,274,736,106,8,1105
54,20,1145,5,17.78,22704,277,749,109,8,1148
55,48,1193,5,31.98,22618,316,762,109,6,1184
56,40,1233,5,32.08,22548,319,785,120,8,1215
57,19,1252,5,17.99,22496,324,787,130,9,1249
58,28,1280,5,17.97,22426,337,794,138,11,1289
59,42,1322,5,17.95,22346,347,819,142,14,1327
60,33,1355,5,18.0,22278,335,856,144,18,1364
61,17,1372,5,18.01,22207,340,858,154,18,1418
62,33,1405,5,32.29,22116,366,866,152,20,1475
63,46,1451,5,32.43,22031,386,887,156,21,1514
64,1,1452,5,18.15,21981,362,906,164,19,1563
65,8,1460,5,18.15,21911,352,916,173,17,1626
66,-3,1457,5,18.17,21855,338,940,163,16,1683
67,13,1470,5,18.23,21780,326,971,164,9,1745
68,30,1500,5,18.14,21707,328,986,174,7,1793
69,20,1520,5,32.48,21625,347,985,171,14,1853
70,30,1550,5,32.57,21542,361,1005,168,14,1905
71,13,1563,5,18.39,21480,367,1007,169,18,1954
72,24,1587,5,18.35,21408,365,1010,188,23,2001
73,-11,1576,5,18.39,21338,350,1013,190,20,2084
74,-20,1556,5,18.29,21277,344,1000,191,18,2165
75,-3,1553,5,18.37,21211,338,995,197,21,2233
76,32,1585,5,32.69,21111,360,1011,197,17,2299
77,15,1600,5,32.74,21033,359,1027,197,13,2366
78,-18,1582,5,18.45,20975,372,989,200,19,2440
79,-1,1581,5,18.45,20919,355,998,204,21,2498
80,-30,1551,5,18.4,20858,338,1000,194,17,2588
81,12,1563,5,18.32,20788,308,1044,196,14,2645
82,1,1564,6,18.39,20713,315,1039,195,13,2719
83,37,1601,6,32.77,20603,371,1019,191,15,2795
84,4,1605,6,32.77,20527,393,999,194,16,2865
85,-33,1572,6,18.39,20479,374,995,184,18,2944
86,-6,1566,6,18.36,20415,373,999,169,24,3014
87,-5,1561,6,18.35,20343,362,1003,168,25,3093
88,8,1569,6,18.37,20267,334,1034,175,22,3162
89,13,1582,7,18.47,20190,339,1045,173,23,3223
90,47,1629,8,32.8,20074,399,1041,163,23,3292
91,18,1647,8,32.82,19994,417,1040,167,21,3353
92,-4,1643,8,18.42,19929,416,1035,167,25,3420
93,-1,1642,8,18.44,19860,405,1044,168,22,3493
94,12,1654,8,18.45,19766,408,1036,183,24,3575
95,20,1674,8,18.45,19682,385,1079,190,17,3639
96,36,1710,9,18.47,19587,405,1094,196,11,3698
97,42,1752,9,32.83,19478,452,1094,196,9,3762
98,11,1763,9,32.87,19392,463,1090,199,8,3839
99,-6,1757,9,18.5,19325,448,1095,201,12,3910
100,24,1781,9,18.63,19235,434,1115,215,14,3978
101,1,1782,9,18.59,19158,419,1127,219,14,4054
102,-8,1774,9,18.65,19084,391,1158,210,14,4134
103,7,1781,9,18.65,19004,388,1154,221,16,4208
104,53,1834,9,33.05,18885,439,1150,229,14,4274
105,21,1855,9,33.11,18798,436,1180,219,20,4338
106,0,1855,9,18.74,18707,448,1168,219,20,4429
