Day,Variation of Infected,Prevalence,Deaths,Seconds,classS,classE,classI,classT3,classT4,classR
1,62,182,0,16.63,24818,62,120,0,0,0
2,46,228,0,16.77,24772,108,119,1,0,0
3,18,246,0,16.8,24754,126,116,4,0,0
4,15,261,0,16.81,24739,141,113,7,0,0
5,16,277,0,16.85,24723,140,123,14,0,0
6,37,314,0,30.35,24686,124,171,19,0,0
7,32,346,0,30.42,24650,125,199,21,1,4
8,20,366,0,16.89,24626,130,210,22,3,9
9,15,381,0,16.88,24606,136,214,27,4,13
10,17,398,0,16.97,24586,127,236,32,3,16
11,24,422,0,17.02,24559,118,267,33,4,19
12,17,439,0,17.01,24533,111,287,37,4,28
13,22,461,0,30.57,24497,130,283,45,3,42
14,13,474,0,30.6,24466,141,280,49,4,60
15,18,492,1,17.05,24433,151,288,46,6,75
16,6,498,1,17.06,24415,143,305,46,4,86
17,8,506,1,17.08,24391,140,315,45,6,102
18,26,532,1,17.08,24355,148,325,53,6,112
19,33,565,1,17.11,24312,151,347,58,8,123
20,33,598,1,30.64,24261,173,360,58,7,140
21,17,615,1,30.69,24230,184,359,66,6,154
22,23,638,1,17.16,24194,195,361,74,8,167
23,14,652,1,17.21,24165,188,374,83,6,183
24,31,683,1,17.19,24121,185,397,93,7,196
25,12,695,1,17.22,24090,173,419,99,4,214
26,18,713,1,17.28,24047,177,435,97,4,239
27,34,747,1,30.94,23981,213,438,91,5,271
28,23,770,1,30.96,23943,223,443,97,7,286
29,6,776,2,17.29,23914,208,456,102,9,309
30,21,797,2,17.34,23872,214,469,104,10,329
31,8,805,2,17.31,23832,200,490,104,10,362
32,23,828,2,17.41,23785,193,514,108,12,386
33,10,838,2,17.36,23743,205,514,110,9,417
34,17,855,2,31.0,23693,220,511,114,9,451
35,23,878,2,31.08,23641,229,520,117,12,479
36,18,896,2,17.44,23587,241,528,113,12,517
37,17,913,2,17.46,23538,247,547,107,9,550
38,-14,899,2,17.37,23506,229,551,109,8,595
39,-2,897,2,17.42,23471,219,556,114,7,631
40,11,908,2,17.46,23426,206,577,117,8,664
41,40,948,2,31.14,23353,231,585,125,7,697
42,10,958,2,31.18,23300,248,581,121,8,740
43,20,978,2,17.48,23250,258,589,122,9,770
44,-2,976,2,17.47,23220,247,595,120,11,805
45,-13,963,2,17.52,23181,233,603,116,10,855
46,29,992,2,17.63,23126,228,628,121,14,881
47,-4,988,2,17.58,23084,215,638,120,13,928
48,33,1021,2,31.19,23010,244,642,124,10,968
49,20,1041,2,31.26,22952,269,642,122,8,1005
50,7,1048,2,17.6,22911,263,654,121,10,1039
51,-13,1035,2,17.65,22877,242,651,129,13,1086
52,8,1043,2,17.62,22822,244,660,128,11,1133
53,9,1052,2,17.62,22772,229,692,121,10,1174
54,18,1070,2,17.69,22713,237,709,112,9,1218
55,20,1090,2,31.28,22647,264,700,116,7,1264
56,19,1109,2,31.38,22586,281,692,123,11,1305
57,20,1129,2,17.73,22524,285,702,127,14,1346
58,15,1144,2,17.72,22469,296,704,131,12,1386
59,33,1177,2,17.8,22399,305,726,134,12,1422
60,5,1182,2,17.79,22350,293,737,140,12,1466
61,8,1190,2,17.84,22303,278,761,140,11,1505
62,27,1217,2,31.55,22230,299,754,154,10,1551
63,32,1249,3,31.64,22148,317,767,152,12,1601
64,-8,1241,3,17.84,22104,291,786,151,11,1654
65,6,1247,3,17.86,22051,295,788,149,15,1699
66,11,1258,3,17.85,21994,297,787,160,12,1747
67,24,1282,3,17.87,21925,289,808,171,12,1792
68,14,1296,3,17.95,21862,289,823,168,15,1840
69,37,1333,3,31.8,21771,341,810,168,14,1893
70,21,1354,3,31.83,21702,345,827,165,16,1942
71,-3,1351,3,17.94,21661,325,850,160,15,1986
72,19,1370,3,17.99,21589,335,847,173,14,2039
73,4,1374,3,17.96,21522,334,846,176,14,2105
74,21,1395,3,18.06,21447,317,879,184,13,2157
75,13,1408,4,18.04,21380,326,875,191,15,2209
76,22,1430,4,31.91,21303,348,878,188,14,2265
77,30,1460,4,31.89,21215,376,884,187,12,2322
78,7,1467,4,18.13,21160,360,898,194,15,2369
79,1,1468,5,18.15,21090,355,908,192,11,2439
80,4,1472,5,18.13,21014,351,921,184,14,2511
81,0,1472,5,18.13,20945,342,927,187,16,2578
82,5,1477,5,18.17,20873,340,942,174,17,2649
83,31,1508,5,31.99,20765,389,939,161,18,2723
84,15,1523,5,31.98,20692,396,944,167,15,2781
85,20,1543,5,18.21,20629,385,969,172,16,2824
86,6,1549,5,18.26,20558,385,978,166,19,2889
87,6,1555,5,18.22,20501,348,1018,166,22,2940
88,14,1569,5,18.27,20421,341,1028,178,20,3007
89,28,1597,5,18.3,20339,355,1038,180,20,3063
90,39,1636,5,32.01,20226,404,1029,179,22,3135
91,22,1658,6,31.95,20137,416,1033,186,22,3200
92,19,1677,6,18.24,20058,433,1015,205,22,3261
93,1,1678,6,18.34,19988,426,1028,203,21,3328
94,33,1711,6,18.23,19898,416,1057,216,18,3389
95,-14,1697,6,18.19,19835,377,1084,216,17,3465
96,18,1715,7,18.3,19748,386,1082,225,21,3531
97,29,1744,7,32.09,19638,414,1076,229,23,3613
98,29,1773,7,32.13,19545,448,1055,244,22,3679
99,-15,1758,7,18.33,19481,425,1076,233,23,3755
100,8,1766,7,18.39,19403,428,1081,231,24,3826
101,-7,1759,7,18.42,19330,397,1116,217,27,3906
102,7,1766,7,18.42,19245,391,1120,228,25,3984
103,18,1784,7,18.43,19155,391,1139,230,23,4055
104,50,1834,7,32.11,19042,435,1127,240,31,4118
105,29,1863,7,32.18,18946,449,1143,243,26,4186
106,4,1867,8,18.46,18857,464,1148,230,22,4271
107,-22,1845,8,18.52,18792,450,1147,223,22,4358
