Day,Variation of Infected,Prevalence,Deaths,Seconds,classS,classE,classI,classT3,classT4,classR
1,59,179,0,16.86,24821,59,120,0,0,0
2,48,227,0,16.9,24773,107,119,1,0,0
3,15,242,0,17.06,24758,122,112,8,0,0
4,13,255,0,17.06,24745,135,106,14,0,0
5,9,264,0,17.08,24736,133,114,17,0,0
6,31,295,0,31.04,24704,122,153,19,1,1
7,37,332,0,31.09,24666,111,198,20,2,3
8,14,346,0,17.0,24646,113,206,25,2,8
9,12,358,0,17.07,24631,111,217,27,3,11
10,9,367,1,17.11,24616,107,221,37,2,16
11,14,381,1,17.15,24596,101,240,38,2,22
12,26,407,1,17.23,24561,106,255,41,3,33
13,9,416,2,31.26,24527,117,250,44,3,57
14,6,422,2,31.29,24501,128,249,42,3,75
15,3,425,2,17.34,24482,131,243,48,3,91
16,18,443,2,17.31,24458,132,253,54,4,97
17,16,459,2,17.12,24432,125,271,58,5,107
18,18,477,2,17.36,24401,119,299,50,9,120
19,20,497,2,17.37,24370,126,308,54,9,131
20,18,515,2,31.4,24334,143,309,55,8,149
21,21,536,2,31.44,24300,158,314,56,8,162
22,13,549,2,17.36,24273,153,331,53,12,176
23,22,571,3,17.2,24234,162,348,52,9,192
24,22,593,3,17.44,24202,160,365,58,9,203
25,26,619,3,17.37,24163,163,381,65,9,216
26,17,636,3,17.34,24130,171,390,67,7,232
27,22,658,3,31.08,24088,186,399,64,9,251
28,41,699,3,31.14,24037,197,416,80,6,261
29,18,717,3,17.58,24002,195,430,86,5,279
30,12,729,3,17.54,23965,188,444,90,6,304
31,8,737,3,17.51,23927,193,444,93,6,334
32,2,739,3,17.52,23905,177,459,94,7,355
33,19,758,3,17.43,23867,167,491,91,9,372
34,35,793,3,31.22,23812,190,504,89,8,394
35,4,797,3,31.28,23762,200,510,80,7,438
36,15,812,3,17.64,23718,207,516,77,8,471
37,8,820,3,17.46,23668,236,497,81,6,509
38,10,830,3,17.49,23628,234,504,86,5,540
39,11,841,3,17.47,23581,221,526,90,4,575
40,25,866,3,17.62,23519,240,520,98,7,613
41,39,905,3,31.86,23452,254,546,95,8,642
42,26,931,3,31.89,23394,278,551,91,10,673
43,17,948,4,17.73,23350,278,556,103,10,699
44,19,967,4,17.7,23305,267,589,98,12,725
45,17,984,4,17.62,23256,257,617,97,10,759
46,13,997,4,17.61,23203,250,633,102,9,799
47,30,1027,4,17.76,23135,257,650,107,11,836
48,57,1084,4,31.82,23047,302,668,106,8,865
49,41,1125,4,31.91,22976,328,679,106,10,897
50,15,1140,4,17.82,22931,321,698,109,11,926
51,19,1159,4,17.76,22871,327,704,116,10,968
52,28,1187,4,17.9,22806,311,735,130,9,1005
53,22,1209,4,17.84,22742,303,761,132,12,1046
54,24,1233,4,17.78,22674,303,779,138,11,1091
55,28,1261,4,31.76,22606,325,787,139,10,1129
56,10,1271,4,31.78,22550,318,801,141,10,1176
57,39,1310,4,17.94,22461,341,812,144,12,1226
