Day,Variation of Infected,Prevalence,Deaths,Seconds,classS,classE,classI,classT3,classT4,classR
1,50,170,0,17.07,24830,50,120,0,0,0
2,54,224,0,17.41,24776,104,117,3,0,0
3,20,244,0,17.47,24756,124,117,3,0,0
4,9,253,0,17.59,24747,133,114,6,0,0
5,7,260,0,17.23,24740,126,124,10,0,0
6,37,297,0,31.48,24703,118,164,15,0,0
7,51,348,0,31.41,24649,129,203,16,0,3
8,16,364,0,17.35,24624,134,206,22,1,13
9,19,383,0,17.41,24596,152,202,28,1,21
10,15,398,0,17.34,24575,164,203,30,1,27
11,16,414,0,17.37,24552,138,239,35,1,35
12,35,449,0,17.39,24509,141,265,39,3,43
13,21,470,0,31.62,24474,145,279,44,2,56
14,22,492,0,31.71,24437,158,282,50,1,72
15,11,503,0,17.45,24411,164,276,59,2,88
16,10,513,0,17.39,24380,162,295,54,2,107
17,12,525,0,17.44,24357,157,306,57,5,118
18,29,554,0,17.57,24320,151,334,63,6,126
19,19,573,0,17.76,24288,152,351,63,7,139
20,36,609,0,31.82,24243,166,363,72,7,149
21,28,637,0,32.04,24198,178,377,74,8,165
22,7,644,0,17.69,24178,175,382,79,8,178
23,10,654,0,17.88,24155,167,386,92,8,192
24,10,664,0,18.02,24126,150,410,94,10,210
25,21,685,0,17.87,24086,150,424,102,8,230
26,23,708,1,17.92,24042,157,443,97,11,249
27,15,723,1,32.61,24008,166,450,94,13,268
28,9,732,1,32.13,23970,182,447,93,10,297
29,13,745,1,17.82,23939,180,453,100,12,315
30,7,752,1,18.01,23906,175,464,103,9,342
31,5,757,1,18.14,23867,173,465,109,9,376
32,-1,756,1,18.13,23837,166,476,103,9,408
33,14,770,1,18.18,23792,172,490,96,12,437
34,19,789,1,32.69,23739,198,480,100,11,471
35,14,803,1,32.04,23701,195,495,99,14,495
36,9,812,1,17.91,23666,201,497,101,13,521
37,-3,809,1,18.14,23632,205,500,91,12,559
38,12,821,1,17.84,23586,205,517,84,13,594
39,17,838,1,17.91,23534,207,537,80,13,628
40,23,861,1,17.95,23475,228,535,87,11,663
41,13,874,1,32.26,23429,236,532,95,11,696
42,18,892,1,32.5,23380,251,532,96,12,728
43,1,893,2,18.04,23344,230,553,100,9,762
44,32,925,2,17.96,23285,248,565,98,14,788
45,18,943,2,18.14,23228,245,588,97,11,829
46,16,959,2,17.98,23185,239,601,104,13,856
47,-1,958,2,18.06,23148,226,616,105,11,892
48,17,975,2,32.75,23091,249,607,106,11,934
49,11,986,2,32.46,23038,248,627,102,9,974
50,20,1006,2,18.1,22982,250,641,100,11,1014
51,0,1006,2,18.12,22934,258,641,98,8,1059
52,11,1017,2,18.35,22887,257,658,97,4,1095
53,29,1046,2,18.2,22824,269,676,96,5,1128
54,-1,1045,2,18.49,22785,244,691,105,5,1168
55,44,1089,2,33.49,22708,268,697,116,5,1204
56,12,1101,2,33.36,22640,296,671,124,8,1259
57,17,1118,2,18.32,22587,289,683,136,9,1294
58,11,1129,2,18.57,22532,290,693,134,10,1339
59,1,1130,2,18.3,22491,277,701,137,13,1379
60,2,1132,2,18.39,22442,251,702,162,15,1426
61,11,1143,2,18.39,22394,243,723,158,18,1462
62,18,1161,2,33.38,22330,255,733,150,21,1509
63,10,1171,2,33.05,22270,261,749,139,22,1557
64,-1,1170,2,18.56,22222,269,734,146,19,1608
65,3,1173,2,18.36,22163,279,733,145,16,1662
66,8,1181,3,18.39,22101,281,741,143,15,1716
67,-7,1174,3,18.41,22048,277,734,153,9,1776
68,11,1185,3,18.51,21987,277,736,159,11,1827
69,28,1213,3,33.28,21917,294,754,155,9,1868
70,14,1227,3,33.18,21863,305,766,144,12,1907
71,21,1248,3,18.78,21804,295,788,150,14,1946
72,3,1251,3,18.82,21738,307,779,144,16,2013
73,-10,1241,3,18.46,21682,295,788,140,18,2074
74,5,1246,3,18.5,21631,291,791,145,18,2121
75,15,1261,3,18.58,21560,303,808,132,18,2176
76,41,1302,3,32.93,21457,340,812,130,19,2239
77,46,1348,3,33.09,21375,361,823,144,17,2277
78,23,1371,4,18.66,21312,367,831,152,17,2317
79,16,1387,4,18.59,21243,378,835,154,19,2367
80,14,1401,4,18.51,21177,371,848,163,17,2420
81,8,1409,4,18.76,21115,328,902,160,17,2474
82,41,1450,5,18.76,21032,339,923,168,19,2514
83,39,1489,5,33.34,20936,377,932,166,14,2570
84,35,1524,5,33.33,20844,404,925,180,14,2628
85,-3,1521,5,18.79,20789,388,935,183,15,2685
86,-7,1514,6,18.92,20734,376,943,185,9,2747
87,4,1518,6,18.82,20664,359,963,183,13,2812
88,12,1530,6,18.9,20592,335,1004,171,17,2875
89,-2,1528,6,18.85,20530,326,1002,181,16,2939
90,25,1553,6,33.48,20441,350,989,197,16,3001
91,35,1588,6,33.54,20343,381,991,200,14,3065
92,-2,1586,6,18.91,20282,380,999,186,18,3129
93,-3,1583,6,18.86,20208,385,985,196,16,3204
94,12,1595,6,18.85,20134,383,1010,189,13,3265
95,18,1613,6,18.96,20042,391,1017,191,13,3340
96,3,1616,6,18.87,19977,376,1040,183,15,3403
97,47,1663,6,33.54,19870,406,1050,190,15,3463
98,19,1682,7,34.22,19773,432,1044,186,15,3543
99,-7,1675,8,19.42,19705,418,1048,191,17,3613
100,2,1677,8,18.98,19637,408,1064,184,19,3680
101,13,1690,8,19.04,19549,413,1075,181,19,3755
102,20,1710,8,19.14,19455,402,1106,179,21,3829
103,22,1732,8,19.01,19370,404,1119,180,26,3893
104,40,1772,8,33.72,19260,447,1120,179,24,3962
105,30,1802,8,34.37,19154,471,1132,171,26,4038
106,6,1808,8,19.32,19078,465,1142,174,20,4113
107,17,1825,8,19.14,18992,459,1157,187,19,4178
108,24,1849,9,19.15,18901,458,1181,189,19,4243
109,6,1855,9,19.37,18823,425,1205,201,19,4318
110,16,1871,9,19.36,18733,424,1228,195,23,4388
111,55,1926,9,34.4,18614,473,1222,210,18,4454
112,27,1953,9,33.96,18513,478,1236,216,21,4527
113,22,1975,9,19.28,18425,471,1252,226,24,4593
114,4,1979,9,19.41,18354,456,1249,246,26,4660
115,6,1985,9,19.31,18272,451,1233,268,29,4738
116,3,1988,9,19.37,18173,430,1268,258,29,4833
117,-3,1985,9,19.54,18096,410,1287,255,30,4913
118,47,2032,9,34.08,17981,438,1322,243,29,4978
119,-2,2030,9,34.05,17890,455,1298,246,30,5072
120,-20,2010,9,19.47,17827,440,1305,239,24,5156
121,-8,2002,9,19.44,17740,427,1308,242,23,5251
122,-8,1994,9,19.37,17654,430,1297,246,21,5343
123,-10,1984,9,19.45,17564,412,1306,244,22,5443
124,0,1984,9,19.42,17474,416,1313,231,23,5534
125,7,1991,9,34.0,17374,444,1275,237,29,5632
126,29,2020,10,34.19,17257,486,1268,236,27,5716
127,-8,2012,10,19.49,17182,462,1276,250,24,5796
128,-10,2002,11,19.3,17110,444,1289,242,24,5880
129,-20,1982,11,19.47,17021,437,1288,234,20,5989
130,13,1995,11,19.35,16927,424,1322,223,24,6069
131,-11,1984,11,19.46,16843,423,1307,224,29,6163
132,34,2018,12,34.1,16721,460,1302,228,26,6251
133,-12,2006,12,34.04,16645,466,1276,237,27,6337
134,-22,1984,12,19.47,16574,443,1293,226,19,6433
