Day,Variation of Infected,Prevalence,Deaths,Seconds,classS,classE,classI,classT3,classT4,classR
1,60,180,0,19.4,24820,60,120,0,0,0
2,75,255,0,19.44,24745,135,120,0,0,0
3,21,276,0,19.49,24724,156,113,7,0,0
4,8,284,0,19.46,24716,164,108,12,0,0
5,10,294,0,19.46,24706,162,118,14,0,0
6,43,337,0,30.9,24662,142,178,17,0,1
7,41,378,0,30.86,24616,133,224,21,0,6
8,27,405,0,19.63,24576,151,228,24,1,20
9,17,422,0,19.66,24556,163,231,26,2,22
10,11,433,0,19.69,24538,161,239,28,5,29
11,23,456,0,19.57,24510,146,269,35,6,34
12,27,483,0,19.69,24473,135,308,36,4,44
13,33,516,0,31.1,24425,153,316,41,5,60
14,7,523,0,31.05,24400,157,317,43,6,77
15,9,532,0,19.68,24373,159,322,44,7,95
16,18,550,0,19.75,24341,158,341,46,5,109
17,24,574,0,19.73,24303,158,357,56,3,123
18,34,608,0,19.64,24259,166,379,56,5,135
19,25,633,0,19.88,24218,179,388,61,5,149
20,17,650,0,31.52,24188,184,393,68,5,162
21,30,680,0,31.36,24140,196,408,69,7,180
22,24,704,0,19.84,24097,209,413,75,6,200
23,17,721,0,19.9,24065,195,439,80,7,214
24,27,748,0,19.99,24018,197,465,78,7,235
25,17,765,0,20.01,23979,199,473,86,6,257
26,12,777,0,20.08,23944,189,490,89,9,279
27,39,816,0,31.58,23876,215,505,87,9,308
28,28,844,0,31.76,23822,237,504,95,8,334
29,14,858,0,20.08,23787,232,525,91,9,356
30,31,889,0,19.94,23732,246,537,91,15,379
31,28,917,0,19.99,23685,252,552,97,14,400
32,19,936,0,20.16,23633,246,577,100,12,432
33,19,955,0,20.12,23581,243,600,100,12,464
34,43,998,0,31.78,23510,268,602,114,12,494
35,22,1020,0,31.69,23449,277,621,111,11,531
36,12,1032,0,20.26,23398,276,631,115,10,570
37,17,1049,0,20.26,23345,281,642,116,10,606
38,10,1059,0,20.15,23299,267,647,131,12,644
39,26,1085,0,20.24,23233,274,661,137,12,683
40,18,1103,0,20.28,23172,275,680,132,15,726
41,49,1152,0,31.94,23082,308,694,132,16,768
42,13,1165,0,31.98,23023,318,695,131,21,812
43,6,1171,0,20.25,22975,316,703,129,22,855
44,29,1200,1,20.4,22912,312,737,129,19,890
45,-1,1199,2,20.35,22854,305,748,127,16,948
46,3,1202,2,20.44,22792,287,776,127,11,1005
47,24,1226,2,20.43,22728,289,804,123,9,1045
48,13,1239,2,32.06,22662,310,781,137,8,1100
49,38,1277,2,32.07,22577,337,789,141,9,1145
50,36,1313,2,20.49,22500,351,805,146,11,1185
51,33,1346,3,20.68,22423,361,812,158,13,1230
52,5,1351,3,20.39,22359,368,805,162,12,1291
53,18,1369,3,20.66,22289,363,826,160,19,1340
54,19,1388,3,20.59,22221,342,866,164,15,1389
55,29,1417,3,32.47,22142,348,896,162,11,1438
56,40,1457,4,33.01,22057,368,901,173,13,1484
57,17,1474,4,21.33,21989,369,921,170,12,1535
58,35,1509,5,20.71,21899,387,940,167,15,1587
59,7,1516,5,20.73,21831,377,954,169,15,1649
60,34,1550,5,20.85,21739,383,971,179,16,1707
61,26,1576,5,20.79,21668,393,982,188,13,1751
62,44,1620,5,32.68,21560,423,1002,181,12,1817
63,34,1654,5,32.53,21472,428,1023,190,13,1869
64,30,1684,5,20.94,21382,437,1041,192,12,1931
65,25,1709,5,20.81,21303,441,1057,195,14,1985
66,28,1737,5,20.98,21208,447,1085,184,20,2051
67,19,1756,5,21.09,21117,426,1127,184,18,2123
68,25,1781,6,21.15,21028,430,1145,189,16,2186
69,65,1846,6,32.99,20913,471,1153,208,11,2238
70,24,1870,6,32.88,20810,494,1150,210,14,2316
71,48,1918,7,21.22,20717,480,1197,223,16,2360
72,41,1959,7,21.32,20601,509,1205,220,24,2434
73,54,2013,7,21.34,20480,535,1234,212,29,2503
74,41,2054,7,21.41,20362,545,1264,209,32,2581
75,2,2056,7,21.28,20272,531,1265,226,30,2669
76,38,2094,7,33.48,20157,549,1289,227,28,2743
77,72,2166,7,33.44,20015,572,1334,226,30,2816
78,32,2198,7,21.52,19904,585,1354,229,29,2892
79,11,2209,7,21.6,19794,576,1375,229,25,2994
80,32,2241,7,21.49,19680,582,1411,226,22,3072
81,38,2279,7,21.56,19563,580,1430,240,26,3154
82,27,2306,7,21.79,19455,559,1469,250,24,3236
83,89,2395,7,33.77,19296,605,1505,257,23,3307
84,53,2448,7,33.79,19172,616,1540,268,23,3374
85,17,2465,7,21.98,19063,610,1554,279,20,3467
86,16,2481,7,22.05,18944,617,1555,290,19,3568
87,25,2506,7,22.05,18830,593,1582,308,22,3658
88,25,2531,7,22.11,18712,580,1612,312,24,3753
89,19,2550,7,22.12,18598,568,1638,316,22,3851
90,76,2626,7,34.4,18433,612,1648,338,26,3936
91,66,2692,7,34.38,18274,665,1654,337,33,4030
92,9,2701,7,22.32,18166,659,1670,338,29,4131
93,-5,2696,7,22.37,18044,660,1673,327,34,4255
94,16,2712,7,22.23,17914,654,1692,334,30,4369
95,20,2732,7,22.38,17792,631,1741,321,33,4475
96,11,2743,7,22.46,17677,591,1785,336,27,4577
97,62,2805,7,34.62,17508,660,1777,335,31,4682
