Day,Variation of Infected,Prevalence,Deaths,Seconds,classS,classE,classI,classT3,classT4,classR
1,66,186,0,19.26,24814,66,120,0,0,0
2,52,238,0,19.3,24762,118,119,1,0,0
3,13,251,0,19.39,24749,131,115,5,0,0
4,14,265,0,19.24,24735,145,106,14,0,0
5,17,282,0,19.26,24718,148,119,15,0,0
6,36,318,0,31.0,24682,134,165,19,0,0
7,37,355,0,31.07,24640,132,200,22,0,6
8,31,386,0,19.22,24606,148,211,25,1,9
9,10,396,0,19.31,24590,148,218,29,1,14
10,12,408,0,19.54,24574,142,227,37,2,18
11,19,427,0,19.41,24548,125,265,36,1,25
12,25,452,0,19.38,24517,116,289,41,5,32
13,28,480,0,31.0,24474,131,296,46,7,46
14,16,496,0,31.07,24445,143,298,48,7,59
15,3,499,0,19.61,24425,138,299,54,8,76
16,12,511,1,19.62,24399,143,308,52,7,90
17,21,532,1,19.54,24367,143,323,60,6,100
18,7,539,2,19.68,24346,131,340,62,5,114
19,16,555,2,19.64,24316,131,357,65,2,127
20,21,576,2,31.39,24281,144,363,68,1,141
21,22,598,2,31.46,24244,158,364,74,2,156
22,10,608,2,19.64,24218,153,374,77,2,174
23,6,614,2,19.72,24193,153,379,78,4,191
24,9,623,2,19.78,24164,153,389,78,2,212
25,13,636,2,19.79,24132,148,406,80,2,230
26,17,653,2,19.71,24092,150,422,78,2,254
27,15,668,2,31.58,24055,161,421,80,5,276
28,6,674,2,31.58,24017,174,406,89,5,307
29,12,686,2,19.7,23984,177,412,90,6,329
30,15,701,2,19.63,23947,180,426,89,5,351
31,2,703,2,19.68,23918,170,430,96,7,377
32,9,712,2,19.76,23886,160,442,103,7,400
33,12,724,2,19.74,23848,163,457,94,9,427
34,26,750,2,31.42,23796,187,456,99,7,453
35,11,761,2,31.43,23751,198,459,91,9,490
36,-2,759,2,19.97,23720,189,471,93,6,519
37,12,771,2,19.71,23678,205,464,93,8,550
38,16,787,2,19.75,23630,207,481,89,10,581
39,-6,781,3,19.94,23588,204,491,76,7,631
40,27,808,3,19.76,23532,217,499,85,6,658
41,24,832,4,31.5,23481,237,498,91,6,683
42,22,854,4,31.38,23422,253,509,84,8,720
43,5,859,5,19.8,23379,252,511,89,5,759
44,29,888,5,19.65,23309,276,517,90,5,798
45,23,911,5,19.57,23255,276,542,89,4,829
46,40,951,5,19.61,23196,268,578,96,5,852
47,26,977,5,19.71,23135,287,581,103,6,883
48,47,1024,5,31.28,23060,312,603,104,5,911
49,33,1057,5,31.4,22994,322,623,104,7,945
50,39,1096,5,19.8,22929,324,659,106,7,970
51,46,1142,5,20.09,22856,337,679,117,7,999
52,26,1168,5,20.18,22794,323,718,120,7,1033
53,34,1202,5,20.19,22717,341,738,113,9,1077
54,15,1217,5,20.01,22641,351,734,118,12,1139
55,68,1285,5,31.7,22541,379,766,125,15,1169
56,60,1345,5,31.77,22447,403,798,132,12,1203
57,47,1392,5,20.33,22362,410,830,139,11,1243
58,44,1436,5,20.53,22285,422,860,142,10,1276
59,30,1466,5,20.4,22207,420,878,154,10,1326
60,24,1490,5,20.42,22125,399,933,147,11,1380
61,51,1541,5,20.53,22026,410,959,157,12,1431
62,39,1580,5,32.42,21934,425,978,162,14,1482
63,43,1623,5,32.49,21832,449,1011,143,19,1541
64,27,1650,5,20.78,21765,432,1034,162,20,1582
65,32,1682,5,20.85,21679,443,1040,174,24,1635
66,60,1742,5,21.0,21570,446,1094,183,19,1683
67,38,1780,5,20.89,21465,459,1107,198,16,1750
68,34,1814,6,21.01,21369,468,1131,195,18,1813
69,92,1906,6,33.38,21226,522,1169,189,26,1862
70,71,1977,6,33.5,21100,566,1178,203,25,1922
71,10,1987,6,21.21,21014,541,1196,223,26,1994
72,34,2021,6,21.19,20921,542,1220,230,28,2053
73,41,2062,6,21.11,20811,541,1251,236,31,2124
74,35,2097,6,21.33,20704,510,1312,243,30,2195
75,54,2151,6,21.49,20575,528,1348,249,24,2270
76,43,2194,7,33.9,20454,557,1356,254,27,2345
77,59,2253,7,34.0,20327,588,1386,248,28,2416
78,18,2271,8,21.55,20230,576,1414,257,22,2493
79,30,2301,9,21.47,20121,565,1455,261,18,2571
80,27,2328,9,21.39,20005,557,1481,264,23,2661
81,32,2360,9,21.4,19879,562,1522,251,23,2754
82,37,2397,9,21.59,19758,561,1566,244,24,2838
83,62,2459,9,34.03,19619,601,1571,258,26,2916
84,36,2495,9,34.21,19490,619,1581,265,29,3007
85,-4,2491,9,21.99,19395,602,1578,276,34,3106
86,14,2505,9,21.88,19287,579,1622,270,34,3199
87,42,2547,9,22.06,19152,590,1655,269,31,3294
88,-9,2538,9,22.11,19047,561,1682,268,26,3407
89,51,2589,9,22.2,18917,571,1699,285,33,3486
90,63,2652,9,35.0,18754,628,1687,300,35,3587
91,55,2707,9,35.04,18611,659,1699,314,34,3674
92,11,2718,9,22.31,18506,645,1699,340,32,3769
93,0,2718,10,22.24,18388,652,1700,333,25,3892
94,14,2732,10,22.32,18265,628,1732,343,25,3997
95,33,2765,10,22.32,18123,630,1762,342,27,4106
96,38,2803,10,22.37,17962,659,1775,340,27,4227
97,47,2850,10,35.06,17807,692,1804,323,26,4338
98,19,2869,10,35.06,17659,719,1798,327,24,4463
99,5,2874,10,22.55,17534,710,1800,335,25,4586
100,21,2895,10,22.5,17395,709,1823,336,23,4704
101,34,2929,10,22.52,17238,711,1848,334,31,4828
102,20,2949,10,22.64,17109,691,1893,324,39,4934
103,25,2974,10,22.58,16955,690,1916,323,40,5066
104,40,3014,10,35.27,16791,729,1904,342,35,5189
105,56,3070,10,35.31,16625,761,1920,348,38,5298
106,-1,3069,10,22.75,16503,728,1946,354,39,5420
107,47,3116,10,22.84,16346,752,1956,367,35,5534
108,14,3130,10,22.81,16207,724,1992,373,37,5657
109,17,3147,11,22.91,16069,695,2028,378,44,5775
110,-21,3126,12,22.94,15951,670,2029,387,38,5913
111,17,3143,12,35.73,15815,671,2043,387,30,6042
112,45,3188,13,35.73,15630,705,2071,378,32,6171
113,-5,3183,13,23.05,15498,698,2081,370,30,6310
114,-6,3177,14,23.05,15351,716,2043,378,37,6461
115,-22,3155,15,23.03,15234,706,2019,387,36,6603
116,-12,3143,15,23.02,15118,664,2028,408,41,6726
117,11,3154,15,23.07,14983,651,2039,419,40,6853
118,35,3189,15,35.76,14812,669,2068,405,41,6990
119,14,3203,15,35.78,14672,667,2077,420,36,7113
120,-37,3166,15,23.21,14575,656,2051,420,35,7248
121,-31,3135,16,23.15,14451,662,2006,419,40,7406
122,-45,3090,16,23.05,14338,619,2033,395,37,7562
123,-29,3061,16,23.04,14229,573,2054,390,38,7700
124,-60,3001,16,23.02,14107,562,2028,371,36,7880
125,34,3035,16,35.82,13949,620,2010,365,36,8004
126,-22,3013,16,35.83,13825,631,1986,359,34,8149
127,-18,2995,16,22.93,13718,626,1966,366,35,8273
128,-43,2952,16,22.88,13620,615,1943,356,37,8413
129,-3,2949,16,22.84,13500,592,1960,357,37,8538
