Day,Variation of Infected,Prevalence,Deaths,Seconds,classS,classE,classI,classT3,classT4,classR
1,64,184,0,19.24,24816,64,120,0,0,0
2,58,242,0,19.25,24758,122,119,1,0,0
3,17,259,0,19.19,24741,139,116,4,0,0
4,11,270,0,19.32,24730,150,109,11,0,0
5,17,287,0,19.28,24713,156,113,17,1,0
6,38,325,0,30.17,24674,137,168,18,2,1
7,51,376,0,30.21,24621,143,211,19,2,4
8,30,406,0,19.3,24587,158,220,25,3,7
9,18,424,0,19.44,24565,164,227,30,3,11
10,3,427,0,19.51,24558,147,244,34,2,15
11,19,446,0,19.45,24531,136,267,42,1,23
12,18,464,0,19.41,24499,122,292,48,1,38
13,33,497,0,30.5,24457,132,313,50,2,46
14,15,512,0,30.66,24426,138,321,50,3,62
15,10,522,0,19.59,24401,155,312,50,5,77
16,10,532,0,19.55,24378,155,320,52,5,90
17,20,552,0,19.58,24348,137,356,53,5,101
18,17,569,0,19.59,24317,139,373,52,4,115
19,12,581,0,19.6,24288,138,385,54,3,132
20,34,615,0,31.56,24239,157,394,60,2,148
21,14,629,0,30.63,24208,168,393,64,3,164
22,10,639,0,19.47,24183,163,405,64,5,180
23,21,660,0,19.62,24151,166,410,77,6,190
24,5,665,0,19.78,24122,163,421,76,5,213
25,22,687,0,19.75,24080,160,440,78,5,237
26,35,722,0,19.79,24024,184,448,85,5,254
27,19,741,1,30.89,23983,201,439,96,5,275
28,22,763,1,30.97,23939,211,449,98,5,297
29,7,770,1,19.79,23911,201,467,97,4,319
30,21,791,1,19.68,23856,215,478,89,6,355
31,-4,787,1,20.0,23826,199,488,95,4,387
32,19,806,1,19.84,23780,194,504,99,7,415
33,20,826,1,19.98,23728,215,500,103,6,447
34,22,848,1,31.0,23678,221,512,109,6,473
35,22,870,1,30.89,23621,239,522,102,6,509
36,9,879,1,19.95,23582,236,537,96,9,539
37,24,903,1,19.99,23531,236,551,104,12,565
38,24,927,1,20.0,23472,247,566,99,14,601
39,21,948,1,20.05,23410,263,572,101,12,641
40,22,970,1,20.06,23352,266,595,94,15,677
41,25,995,1,31.14,23289,285,589,109,12,715
42,21,1016,1,31.02,23232,299,601,102,13,752
43,16,1032,1,19.96,23180,286,623,110,12,788
44,32,1064,1,19.94,23121,293,649,107,12,817
45,3,1067,1,20.12,23073,271,678,106,11,860
46,35,1102,1,20.1,22996,295,683,110,12,903
47,36,1138,1,20.12,22933,296,711,117,13,929
48,51,1189,1,31.4,22840,338,716,122,13,970
49,29,1218,1,31.66,22765,354,737,112,14,1017
50,10,1228,1,20.26,22710,352,748,116,12,1061
51,34,1262,2,20.38,22638,352,770,125,15,1098
52,40,1302,2,20.33,22561,350,800,134,15,1138
53,57,1359,2,20.4,22468,362,838,140,18,1172
54,15,1374,2,20.39,22401,361,867,132,14,1223
55,44,1418,2,31.72,22311,390,879,135,14,1269
56,38,1456,2,31.65,22232,393,903,147,13,1310
57,24,1480,2,20.49,22165,390,918,156,14,1355
58,25,1505,2,20.64,22093,380,943,165,15,1402
