Day,Variation of Infected,Prevalence,Deaths,Seconds,classS,classE,classI,classT3,classT4,classR
1,50,170,0,17.25,24830,50,120,0,0,0
2,53,223,0,17.28,24777,103,120,0,0,0
3,20,243,0,17.34,24757,123,111,9,0,0
4,14,257,0,17.37,24743,137,109,11,0,0
5,27,284,0,17.35,24716,156,112,15,1,0
6,25,309,0,31.5,24690,139,152,17,1,1
7,44,353,0,31.68,24645,134,196,20,2,3
8,23,376,0,17.39,24611,146,204,24,2,13
9,24,400,0,17.51,24581,159,213,26,2,19
10,22,422,0,17.47,24554,154,236,29,2,25
11,26,448,0,17.5,24522,162,251,32,3,30
12,24,472,0,17.52,24487,156,277,37,2,41
13,18,490,0,31.69,24455,147,297,43,3,55
14,31,521,0,31.69,24414,169,300,48,4,65
15,10,531,0,17.62,24388,161,318,45,7,81
16,30,561,0,17.57,24342,178,322,53,7,98
17,37,598,0,17.64,24298,187,349,55,7,104
18,31,629,0,17.64,24258,193,368,60,8,113
19,20,649,0,17.72,24224,193,381,68,7,127
20,31,680,0,31.94,24178,198,402,72,8,142
21,44,724,0,31.92,24120,217,424,75,8,156
22,38,762,0,17.8,24069,218,457,76,10,170
23,41,803,0,17.82,24009,247,474,73,9,188
24,23,826,0,17.83,23962,258,485,74,9,212
25,29,855,0,17.82,23914,258,503,87,7,231
26,31,886,0,17.84,23870,245,541,90,8,246
27,30,916,0,32.15,23811,246,577,86,7,273
28,47,963,0,32.18,23741,259,606,92,6,296
29,36,999,0,18.0,23680,280,615,96,7,322
30,27,1026,0,18.12,23627,282,635,102,7,347
31,42,1068,0,18.1,23557,301,647,111,8,376
32,30,1098,0,18.13,23481,314,663,108,10,424
33,37,1135,0,18.03,23401,336,671,115,12,465
34,49,1184,0,32.33,23325,351,696,123,11,494
35,24,1208,0,32.37,23265,353,729,114,12,527
36,41,1249,1,18.17,23186,376,743,117,11,566
37,55,1304,1,18.13,23097,382,777,131,12,600
38,64,1368,1,18.29,22996,394,825,135,12,637
39,63,1431,1,18.28,22895,423,856,138,13,674
40,33,1464,1,18.4,22806,447,857,146,13,730
41,58,1522,1,32.63,22702,469,889,146,17,776
42,57,1579,1,32.71,22595,497,903,161,17,826
43,74,1653,1,18.44,22475,508,961,155,26,874
44,70,1723,1,18.56,22354,528,1004,163,27,923
45,75,1798,1,18.61,22228,569,1031,173,24,974
46,58,1856,1,18.71,22113,579,1068,184,25,1030
47,63,1919,1,18.77,21999,583,1123,188,24,1082
48,108,2027,1,33.19,21847,624,1179,199,23,1127
49,99,2126,1,33.46,21699,651,1247,205,22,1175
50,74,2200,1,19.14,21573,648,1318,209,22,1229
51,56,2256,1,19.17,21438,660,1371,207,16,1307
