Day,Variation of Infected,Prevalence,Deaths,Seconds,classS,classE,classI,classT3,classT4,classR
1,58,178,0,17.46,24822,58,120,0,0,0
2,49,227,0,17.52,24773,107,120,0,0,0
3,17,244,0,17.27,24756,124,117,3,0,0
4,15,259,0,17.01,24741,139,115,5,0,0
5,10,269,0,16.96,24731,133,121,14,1,0
6,32,301,0,30.7,24698,120,159,19,3,1
7,43,344,0,30.75,24649,131,187,23,3,7
8,21,365,0,17.75,24620,139,198,25,2,16
9,10,375,0,17.32,24602,140,204,29,2,23
10,15,390,0,17.33,24581,143,213,30,4,29
11,17,407,1,17.63,24559,136,232,35,3,34
12,14,421,1,17.51,24533,120,260,37,3,46
13,22,443,1,30.94,24488,133,273,35,2,68
14,17,460,1,30.76,24453,146,277,33,4,86
15,10,470,1,17.55,24433,141,292,32,4,97
16,8,478,1,17.31,24413,142,297,37,2,108
17,15,493,1,16.97,24386,135,314,42,2,120
18,14,507,1,17.11,24363,123,336,43,4,130
19,6,513,1,17.25,24339,122,336,52,3,147
20,24,537,1,30.89,24306,131,343,60,3,156
21,16,553,1,30.89,24281,133,348,70,2,165
22,14,567,1,17.3,24256,129,359,76,2,177
23,24,591,1,17.26,24221,139,376,72,4,187
24,3,594,1,17.27,24197,138,381,68,7,208
25,17,611,1,17.27,24165,141,393,69,7,224
26,12,623,1,17.39,24129,145,405,67,6,247
27,21,644,1,31.18,24093,157,412,68,6,263
28,30,674,1,31.2,24037,189,417,61,5,290
29,0,674,1,17.18,24013,183,429,56,5,313
30,8,682,1,17.09,23986,184,430,62,6,331
31,2,684,1,17.12,23959,167,445,68,4,356
32,8,692,1,17.1,23924,160,455,71,6,383
33,5,697,1,17.28,23887,150,466,74,6,416
34,13,710,1,31.11,23842,176,455,74,5,447
35,23,733,1,31.12,23800,188,450,90,4,467
36,18,751,1,17.34,23755,198,447,99,6,494
37,12,763,1,17.39,23725,198,454,104,7,511
38,18,781,1,17.41,23685,200,464,107,9,534
39,6,787,1,17.42,23644,195,482,99,10,569
40,16,803,1,17.76,23599,202,496,95,10,597
41,31,834,1,31.32,23539,216,517,89,11,627
42,15,849,1,31.32,23493,229,525,82,11,659
43,-4,845,1,17.56,23458,221,529,86,9,696
44,-1,844,1,17.64,23415,223,526,90,5,740
45,28,872,1,17.54,23364,220,546,97,8,764
46,15,887,1,17.78,23314,222,572,84,9,798
47,9,896,1,17.68,23276,216,580,89,9,829
48,20,916,1,31.5,23215,237,585,84,8,870
49,15,931,1,30.95,23164,249,579,93,9,905
50,-13,918,1,13.92,23144,222,591,90,14,938
51,-9,909,1,11.8,23119,187,613,96,13,971
52,-18,891,1,11.64,23097,171,612,95,12,1012
53,-19,872,1,11.82,23081,126,646,91,8,1047
54,-1,871,1,11.56,23055,112,657,91,10,1074
55,40,911,1,31.47,22989,157,642,98,9,1104
56,-6,905,1,31.37,22944,175,617,103,9,1151
57,-22,883,1,11.79,22930,171,596,104,12,1186
58,-26,857,1,12.0,22918,162,566,112,13,1228
59,-32,825,1,11.68,22908,133,568,111,12,1267
60,-28,797,1,11.79,22895,96,566,123,11,1308
61,-25,772,1,11.76,22887,64,568,128,12,1340
62,1,773,1,31.53,22845,88,546,128,10,1382
63,1,774,1,31.26,22804,117,521,126,8,1423
64,-27,747,1,11.42,22789,124,499,115,7,1465
65,-28,719,1,11.38,22781,119,484,109,5,1501
66,-36,683,1,11.34,22769,108,463,108,2,1549
67,-43,640,1,11.29,22760,75,465,94,5,1600
68,-21,619,1,11.27,22740,73,450,89,7,1640
69,-14,605,1,31.01,22710,87,428,82,7,1685
70,32,637,1,31.16,22643,141,412,73,10,1720
71,-29,608,1,17.33,22623,150,383,66,9,1768
72,3,611,1,17.38,22595,162,363,73,11,1795
73,-7,604,1,17.29,22566,170,351,70,12,1830
74,-8,596,1,17.29,22533,163,357,68,8,1870
75,6,602,1,17.71,22490,162,365,69,5,1908
76,4,606,1,30.78,22446,176,366,59,4,1948
77,3,609,1,30.83,22407,189,356,58,5,1984
78,-1,608,1,17.32,22371,194,351,59,4,2020
79,9,617,1,17.25,22334,195,358,57,6,2049
80,-4,613,1,17.36,22301,188,360,58,7,2085
81,3,616,1,17.28,22271,172,382,55,6,2113
82,-4,612,1,17.34,22241,158,390,54,9,2147
83,17,629,1,31.37,22190,170,392,60,7,2180
84,24,653,1,31.11,22142,186,399,59,7,2206
85,3,656,1,17.39,22112,183,396,71,5,2232
86,3,659,1,17.38,22085,181,403,73,2,2255
87,12,671,1,17.34,22052,181,406,81,2,2277
88,9,680,1,18.06,22019,168,427,80,4,2301
89,21,701,1,17.68,21972,167,454,75,5,2326
90,20,721,1,33.74,21929,182,459,76,3,2350
91,23,744,1,30.9,21887,189,463,89,2,2369
92,-2,742,1,11.24,21866,178,469,91,2,2393
93,-5,737,1,11.25,21842,171,472,89,5,2420
94,-6,731,1,11.25,21827,146,487,91,6,2442
95,-6,725,1,11.28,21813,114,506,97,8,2461
96,-17,708,1,11.29,21800,92,513,90,13,2491
97,20,728,1,30.77,21757,111,509,96,11,2515
98,-5,723,1,30.96,21732,117,507,88,11,2544
99,-12,711,1,11.36,21721,108,505,86,12,2567
100,-13,698,1,11.29,21718,97,488,100,11,2585
101,-33,665,1,11.24,21712,82,476,96,10,2623
102,-29,636,1,11.37,21707,52,479,97,8,2656
103,-26,610,1,11.27,21703,34,469,99,8,2686
104,-4,606,1,31.21,21682,41,463,95,7,2711
105,-18,588,1,31.21,21662,57,436,88,6,2750
106,-17,571,1,11.23,21656,56,420,88,7,2772
107,-41,530,1,11.34,21652,56,380,86,7,2818
108,-30,500,1,11.16,21646,54,354,81,11,2853
109,-35,465,2,11.21,21639,38,349,66,12,2894
110,-21,444,2,17.76,21624,38,336,57,12,2931
111,-12,432,2,31.21,21612,46,320,52,12,2956
112,-9,423,2,31.28,21597,56,299,54,13,2979
113,-19,404,2,17.63,21588,56,281,56,11,3006
114,-20,384,2,17.69,21578,58,265,51,9,3037
115,-4,380,2,17.58,21559,59,256,55,9,3060
116,-13,367,2,17.64,21536,73,234,54,5,3096
117,-14,353,2,17.63,21524,73,222,53,3,3123
118,-21,332,2,31.12,21510,79,205,44,4,3156
119,-8,324,2,31.12,21499,73,203,44,4,3175
120,5,329,2,17.67,21483,70,213,42,4,3186
121,-12,317,2,17.63,21473,64,213,37,2,3209
122,-16,301,2,17.48,21455,68,196,34,2,3243
123,-7,294,2,17.48,21437,71,190,29,3,3268
124,6,300,2,17.54,21415,82,185,30,1,3285
125,6,306,2,30.99,21391,94,184,26,2,3301
126,1,307,2,31.0,21370,98,178,30,1,3321
127,9,316,2,17.62,21354,98,190,25,3,3328
