Day,Variation of Infected,Prevalence,Deaths,Seconds,classS,classE,classI,classT3,classT4,classR
1,71,191,0,16.41,24809,71,120,0,0,0
2,43,234,0,16.59,24766,114,119,1,0,0
3,10,244,0,16.61,24756,124,117,3,0,0
4,15,259,0,16.65,24741,139,112,7,1,0
5,17,276,0,16.63,24724,137,129,9,1,0
6,33,309,0,30.23,24689,126,170,12,1,2
7,47,356,0,30.28,24641,137,203,14,2,3
8,38,394,0,16.7,24599,154,218,20,2,7
9,19,413,0,16.74,24577,164,226,21,2,10
10,20,433,0,16.74,24552,171,235,25,2,15
11,17,450,0,16.78,24529,152,260,33,4,22
12,24,474,0,16.74,24499,136,293,41,3,28
13,22,496,0,30.36,24457,142,301,51,2,47
14,16,512,0,30.48,24424,159,302,47,3,65
15,13,525,0,16.89,24399,153,318,49,4,77
16,23,548,0,16.9,24364,159,327,57,5,88
17,22,570,0,16.9,24334,157,346,61,6,96
18,21,591,0,16.94,24302,156,362,68,5,107
19,21,612,0,16.96,24270,153,379,75,5,118
20,25,637,0,30.63,24226,174,377,79,7,137
21,19,656,0,30.65,24192,174,400,75,7,152
22,10,666,0,17.02,24159,173,402,85,5,176
23,10,676,0,17.01,24130,169,418,84,4,195
24,21,697,0,17.04,24090,175,429,88,5,213
25,24,721,1,16.97,24044,181,444,89,6,235
26,28,749,1,17.1,23994,195,461,87,5,257
27,10,759,1,30.73,23955,207,459,83,9,286
28,26,785,1,30.76,23904,223,470,81,9,312
29,6,791,1,17.12,23876,210,497,75,9,332
30,20,811,2,17.06,23842,202,516,84,9,345
31,11,822,2,17.17,23800,191,544,78,8,377
32,16,838,2,17.18,23755,192,552,87,7,405
33,33,871,2,17.21,23701,207,566,88,8,428
34,21,892,2,30.91,23642,231,565,90,5,465
35,1,893,2,30.96,23603,238,554,94,5,504
36,7,900,2,17.22,23572,231,561,99,8,527
37,29,929,2,17.25,23510,235,580,104,7,562
38,16,945,2,17.27,23458,233,600,102,10,595
39,14,959,2,17.27,23401,234,615,99,10,639
40,8,967,2,17.28,23354,254,600,102,9,679
41,25,992,2,30.99,23292,270,608,106,7,715
42,14,1006,2,31.05,23239,274,622,101,8,754
43,16,1022,2,17.26,23180,278,622,112,9,797
44,42,1064,2,17.34,23108,293,641,120,9,827
45,6,1070,2,17.35,23057,290,656,114,10,871
46,19,1089,2,17.35,22997,285,676,117,11,912
47,11,1100,2,17.41,22939,291,676,124,7,961
48,38,1138,2,31.23,22864,317,679,129,11,998
49,25,1163,3,31.26,22803,304,712,134,11,1033
50,-11,1152,3,13.97,22772,276,725,137,11,1076
51,-16,1136,3,11.6,22747,248,743,135,10,1114
52,-21,1115,3,11.62,22720,206,761,136,10,1164
53,-13,1102,3,11.61,22686,170,781,137,14,1209
54,-4,1098,3,11.62,22653,152,790,139,17,1246
55,35,1133,3,31.31,22580,200,770,143,19,1285
56,1,1134,3,31.31,22527,221,750,148,13,1338
57,-39,1095,3,11.64,22511,211,724,144,15,1392
58,-32,1063,3,11.62,22498,190,710,152,10,1437
59,-14,1049,3,11.62,22474,165,712,157,13,1476
60,-29,1020,3,11.61,22449,130,720,158,11,1529
61,-22,998,4,11.6,22427,104,734,150,10,1571
62,-10,988,4,31.22,22375,136,696,144,12,1633
63,-19,969,4,31.21,22341,157,657,143,11,1687
64,-26,943,4,11.53,22331,148,641,141,11,1724
65,-47,896,4,11.55,22318,137,615,128,14,1784
66,-31,865,4,11.51,22303,113,611,126,12,1831
67,-48,817,4,11.46,22288,84,593,130,9,1892
68,-21,796,4,11.45,22267,77,583,123,11,1935
69,-12,784,4,31.14,22234,99,558,115,10,1980
70,-24,760,4,30.88,22204,115,508,127,10,2032
71,-30,730,4,11.27,22189,118,483,120,7,2079
72,-35,695,4,11.2,22172,117,456,114,5,2132
73,-43,652,4,11.16,22161,98,439,107,7,2184
74,-42,610,4,11.12,22151,81,424,95,8,2237
75,-26,584,4,11.09,22138,70,415,87,10,2276
76,-9,575,4,30.55,22093,97,373,92,8,2333
77,-4,571,4,30.51,22051,123,354,88,6,2374
78,-24,547,4,11.0,22040,123,330,86,5,2412
79,-44,503,4,10.95,22029,122,298,76,7,2464
80,-27,476,4,10.93,22017,106,294,66,7,2506
81,-29,447,4,10.86,22002,78,306,53,8,2549
82,-24,423,4,10.85,21983,77,293,49,4,2590
83,-5,418,4,30.2,21946,98,275,39,6,2632
84,4,422,4,30.16,21898,133,245,39,3,2678
85,-4,418,4,10.79,21879,142,238,35,2,2700
86,-13,405,4,10.78,21864,139,223,40,2,2728
87,-10,395,4,10.75,21845,128,228,35,2,2758
88,-9,386,4,10.75,21828,107,241,36,2,2782
89,-13,373,4,10.75,21817,91,247,31,3,2807
90,21,394,4,30.11,21760,121,239,32,1,2843
91,18,412,4,30.11,21717,148,233,30,0,2868
92,-9,403,4,10.75,21698,150,221,29,3,2895
93,-18,385,4,10.74,21688,143,205,34,2,2924
94,-13,372,4,10.74,21677,123,220,27,2,2947
95,-1,371,4,10.73,21648,108,231,30,2,2977
96,-3,368,4,10.74,21633,90,246,30,2,2995
97,27,395,4,30.12,21579,121,242,27,3,3024
98,28,423,4,30.13,21530,160,232,28,2,3044
99,-6,417,4,10.76,21514,159,226,29,3,3065
100,-9,408,4,10.75,21504,148,222,32,3,3087
101,-12,396,4,10.75,21493,119,242,31,3,3108
102,-17,379,4,10.76,21480,88,258,31,1,3138
103,-15,364,4,10.76,21468,73,260,30,1,3164
104,22,386,4,30.14,21419,101,243,40,1,3192
105,21,407,4,30.15,21375,131,230,46,0,3214
106,-4,403,4,10.78,21368,129,225,47,1,3226
107,-14,389,4,10.76,21352,131,210,45,1,3257
108,-21,368,4,10.74,21344,107,212,45,1,3287
109,-17,351,4,10.73,21330,81,230,39,1,3315
110,-31,320,4,10.73,21324,57,227,35,1,3352
111,121,441,4,30.28,21168,201,210,29,1,3387
