Day,Variation of Infected,Prevalence,Deaths,Seconds,classS,classE,classI,classT3,classT4,classR
1,61,181,0,16.76,24819,61,120,0,0,0
2,60,241,0,16.85,24759,121,120,0,0,0
3,17,258,0,16.96,24742,138,113,7,0,0
4,9,267,0,16.86,24733,147,112,8,0,0
5,12,279,0,16.87,24721,141,122,15,1,0
6,41,320,0,30.88,24680,131,169,19,1,0
7,52,372,0,30.98,24625,139,209,22,2,3
8,15,387,0,16.97,24602,141,217,26,3,11
9,19,406,0,17.08,24579,156,215,29,6,15
10,12,418,0,17.05,24561,155,224,33,6,21
11,13,431,0,17.13,24540,129,260,35,6,30
12,28,459,0,17.2,24500,121,297,36,5,41
13,24,483,0,31.28,24462,143,294,40,5,56
14,6,489,0,31.37,24435,148,296,43,2,76
15,6,495,0,17.23,24416,148,305,39,3,89
16,-1,494,0,17.26,24403,130,324,35,4,104
17,18,512,0,17.14,24372,130,336,43,3,116
18,19,531,0,17.29,24347,114,361,52,4,122
19,24,555,0,17.24,24305,129,358,62,5,141
20,18,573,0,31.32,24272,145,353,66,9,155
21,19,592,0,31.31,24240,158,350,76,8,168
22,3,595,0,17.27,24226,146,361,82,6,179
23,8,603,0,17.26,24200,143,367,86,7,197
24,5,608,0,17.31,24175,127,388,85,7,218
25,13,621,0,17.18,24140,128,405,81,7,239
26,14,635,0,17.25,24109,133,407,87,8,256
27,1,636,0,31.32,24078,147,404,79,6,286
28,16,652,0,31.36,24039,160,405,81,6,309
29,7,659,0,17.29,24005,161,411,79,6,338
30,15,674,0,17.27,23968,171,417,80,6,358
31,12,686,0,17.37,23934,176,421,83,6,380
32,-2,684,0,17.34,23910,171,425,79,7,408
33,-4,680,0,17.35,23884,153,443,79,5,436
34,28,708,0,31.45,23840,159,469,75,5,452
35,22,730,0,31.35,23792,169,477,76,8,478
36,10,740,0,17.33,23752,179,473,80,7,509
37,9,749,0,17.37,23718,194,466,80,9,533
38,3,752,0,17.41,23689,193,467,82,10,559
39,3,755,0,17.4,23650,180,482,85,8,595
40,3,758,0,17.46,23615,169,485,95,9,627
41,33,791,0,31.75,23557,192,490,97,11,653
42,20,811,0,31.68,23507,208,480,110,11,684
43,3,814,0,17.38,23468,222,464,115,12,719
44,1,815,0,17.45,23434,217,470,116,12,751
45,-4,811,0,17.48,23405,207,470,119,14,785
46,19,830,0,17.45,23359,196,505,112,16,812
47,7,837,0,17.53,23316,192,523,103,17,849
48,23,860,0,31.63,23262,211,527,104,18,878
