Day,Variation of Infected,Prevalence,Deaths,Seconds,classS,classE,classI,classT3,classT4,classR
1,64,184,0,18.39,24816,64,120,0,0,0
2,52,236,0,18.25,24764,116,118,2,0,0
3,20,256,0,18.5,24744,136,114,6,0,0
4,13,269,0,18.79,24731,149,111,9,0,0
5,12,281,0,18.54,24718,144,124,12,1,1
6,29,310,0,32.08,24689,133,161,15,1,1
7,48,358,0,32.12,24638,129,213,15,1,4
8,43,401,0,18.67,24592,155,224,21,1,7
9,18,419,0,18.71,24565,167,228,23,1,16
10,13,432,0,18.72,24546,166,237,28,1,22
11,32,464,0,18.58,24509,167,265,31,1,27
12,20,484,0,18.72,24478,156,293,34,1,38
13,28,512,0,32.47,24435,158,311,41,2,53
14,22,534,0,32.26,24400,167,322,43,2,66
15,8,542,0,19.01,24381,159,322,56,4,78
16,21,563,0,19.13,24347,157,339,61,6,90
17,25,588,0,19.14,24311,155,357,69,6,102
18,25,613,0,18.87,24275,155,381,67,8,114
19,32,645,0,18.92,24226,178,389,71,7,129
20,18,663,0,32.43,24192,189,392,74,7,146
21,28,691,0,32.55,24145,204,392,86,9,164
22,9,700,0,18.91,24113,204,406,83,7,187
23,6,706,0,18.93,24084,187,425,85,7,212
24,28,734,0,18.97,24034,196,435,94,8,233
25,15,749,0,19.07,23995,189,457,96,7,256
26,15,764,0,19.1,23952,199,465,92,7,285
27,25,789,0,32.72,23904,212,466,104,7,307
28,11,800,0,32.93,23861,213,487,91,8,340
29,22,822,0,18.99,23818,213,504,96,8,361
30,39,861,0,19.02,23764,228,511,111,11,375
31,15,876,0,19.18,23721,222,537,110,7,403
32,9,885,0,19.15,23679,220,548,108,6,439
33,17,902,0,19.17,23625,231,566,98,7,473
34,27,929,0,32.97,23577,230,596,94,7,496
35,35,964,0,33.27,23507,252,605,100,5,531
36,21,985,0,19.37,23454,267,612,100,4,563
37,-3,982,0,19.27,23412,264,612,103,3,606
38,4,986,0,19.26,23365,259,616,108,3,649
39,35,1021,0,19.46,23297,269,628,119,3,684
40,26,1047,0,19.5,23239,269,643,127,4,718
41,25,1072,0,33.26,23172,283,650,130,8,757
42,34,1106,0,33.09,23103,305,657,134,8,793
43,4,1110,0,19.66,23060,297,672,130,10,831
44,7,1117,0,19.73,23008,286,679,134,15,878
45,24,1141,1,19.82,22943,297,694,140,10,915
46,13,1154,1,19.56,22885,282,719,143,10,960
47,29,1183,1,19.47,22806,296,730,146,10,1011
48,51,1234,1,33.36,22715,346,733,143,12,1050
49,33,1267,1,33.13,22641,363,740,147,12,1096
50,4,1271,1,19.46,22578,361,759,135,14,1152
51,8,1279,1,19.59,22523,351,774,136,15,1200
52,13,1292,1,19.62,22473,323,809,144,16,1234
53,41,1333,1,19.69,22382,334,844,142,13,1284
54,-7,1326,1,19.67,22326,308,870,135,13,1347
55,53,1379,1,33.55,22224,345,869,151,13,1397
56,44,1423,1,33.74,22140,377,876,156,12,1438
57,9,1432,1,20.05,22080,375,871,173,12,1488
58,23,1455,1,19.94,22006,379,895,166,14,1539
59,25,1480,1,19.86,21930,379,909,176,15,1590
60,5,1485,1,19.83,21868,350,934,184,15,1648
61,39,1524,1,19.88,21778,358,960,185,19,1699
62,68,1592,1,33.88,21657,416,977,182,16,1751
63,64,1656,1,34.21,21550,445,997,194,19,1794
64,-5,1651,1,20.7,21490,445,989,199,18,1858
65,26,1677,1,20.16,21402,458,997,199,21,1922
66,-2,1675,2,20.45,21338,429,1015,210,20,1986
67,13,1688,2,20.05,21260,393,1054,218,21,2052
68,20,1708,3,20.22,21173,392,1086,214,15,2117
69,49,1757,4,34.38,21056,423,1102,211,18,2186
70,61,1818,4,34.53,20933,470,1113,215,20,2245
71,11,1829,5,20.51,20869,461,1125,223,19,2298
72,7,1836,6,20.53,20797,456,1127,231,18,2365
73,28,1864,7,20.65,20698,448,1157,236,21,2433
74,34,1898,7,20.57,20595,449,1183,245,19,2502
75,-2,1896,7,20.57,20519,417,1216,246,17,2578
76,70,1966,7,34.6,20382,489,1212,242,19,2649
77,26,1992,7,34.77,20273,512,1216,240,23,2729
78,9,2001,7,20.66,20193,494,1246,234,25,2801
79,10,2011,7,20.47,20100,507,1239,237,25,2885
80,8,2019,8,21.09,20000,494,1271,229,24,2974
81,17,2036,8,20.81,19891,472,1306,230,25,3068
82,6,2042,8,20.71,19806,464,1326,222,27,3147
83,41,2083,8,34.95,19688,492,1328,232,25,3227
84,24,2107,8,35.76,19577,519,1339,215,33,3309
85,11,2118,8,20.91,19481,511,1349,224,30,3397
86,21,2139,8,20.84,19372,517,1359,233,28,3483
87,0,2139,8,20.9,19286,506,1367,239,23,3571
88,18,2157,8,20.96,19181,493,1381,257,25,3655
89,4,2161,8,20.96,19088,481,1383,265,29,3746
90,45,2206,8,35.2,18944,526,1395,259,24,3844
91,35,2241,8,35.49,18827,544,1398,273,24,3926
92,14,2255,9,20.98,18734,548,1412,268,25,4004
93,39,2294,9,20.92,18633,539,1454,274,22,4069
94,-8,2286,9,20.89,18531,539,1452,267,24,4178
95,-15,2271,9,21.45,18437,510,1465,271,23,4285
96,23,2294,9,20.91,18312,521,1485,260,26,4387
97,29,2323,9,35.2,18190,546,1491,257,27,4480
98,30,2353,9,35.19,18072,566,1490,272,21,4570
99,-12,2341,9,21.09,17975,550,1492,272,24,4678
100,46,2387,9,21.39,17858,571,1507,279,26,4750
101,21,2408,9,21.33,17752,556,1523,301,24,4835
102,22,2430,9,21.48,17638,537,1558,303,26,4929
103,-2,2428,9,21.23,17539,533,1554,314,25,5026
104,37,2465,9,35.37,17406,559,1549,327,27,5123
105,28,2493,9,36.52,17264,594,1543,327,27,5236
106,-6,2487,9,21.31,17175,568,1545,343,31,5329
107,26,2513,9,21.13,17054,580,1545,358,26,5428
108,-18,2495,9,21.26,16951,565,1552,348,28,5547
109,-5,2490,11,21.29,16847,533,1581,345,28,5655
110,-9,2481,11,21.32,16729,534,1582,335,27,5782
111,17,2498,12,35.05,16589,576,1571,321,27,5904
112,0,2498,12,35.57,16469,585,1572,316,22,6024
113,-18,2480,12,21.42,16384,563,1583,313,20,6125
114,0,2480,12,21.26,16292,543,1604,303,25,6221
115,-37,2443,12,21.36,16198,513,1592,305,31,6349
116,7,2450,12,21.71,16089,496,1612,308,33,6450
117,0,2450,12,21.25,15983,488,1616,314,30,6557
118,33,2483,12,35.16,15843,534,1589,325,31,6666
119,-1,2482,12,35.47,15718,575,1558,318,28,6791
120,-10,2472,13,21.53,15629,567,1547,327,28,6889
121,-22,2450,13,21.4,15535,538,1555,321,31,7007
122,-18,2432,14,21.33,15427,544,1527,320,36,7132
123,-28,2404,14,21.28,15343,491,1575,302,33,7242
124,-43,2361,14,21.22,15256,474,1567,285,33,7371
125,17,2378,14,35.56,15130,505,1552,291,27,7481
126,12,2390,14,35.31,15008,519,1565,273,30,7591
127,-8,2382,14,21.93,14926,511,1569,266,34,7680
128,-3,2379,14,21.39,14824,522,1554,267,34,7785
129,-25,2354,14,21.22,14739,505,1554,262,29,7897
130,-47,2307,14,21.31,14657,471,1534,270,27,8027
131,-13,2294,14,21.37,14560,453,1548,259,29,8137
132,16,2310,14,35.75,14433,494,1526,255,31,8247
133,13,2323,14,35.37,14317,512,1521,259,30,8347
134,-24,2299,14,21.38,14242,495,1514,258,31,8446
135,-42,2257,14,21.24,14163,478,1484,262,31,8568
136,-23,2234,14,21.17,14088,448,1477,276,27,8670
137,-28,2206,14,21.47,14002,422,1476,278,25,8783
138,-4,2202,14,21.14,13906,408,1478,290,25,8879
139,19,2221,14,35.55,13786,453,1445,302,20,8980
140,41,2262,15,35.23,13652,508,1443,284,24,9074
141,-34,2228,15,21.16,13581,508,1409,286,24,9177
142,-16,2212,15,21.12,13509,486,1410,283,28,9269
143,-40,2172,15,21.11,13437,456,1408,275,32,9377
144,-19,2153,15,21.09,13341,425,1417,281,30,9491
145,-13,2140,15,21.63,13251,410,1422,274,29,9599
146,-5,2135,15,35.62,13153,415,1410,282,27,9698
147,-8,2127,15,35.27,13070,436,1385,269,33,9792
148,-23,2104,15,20.89,12996,436,1372,271,24,9886
149,-43,2061,15,21.22,12931,402,1364,270,22,9996
150,-21,2040,15,21.6,12840,396,1367,257,17,10108
151,-44,1996,16,21.01,12782,362,1377,235,21,10207
152,-32,1964,16,20.83,12714,351,1354,234,21,10310
153,-19,1945,16,34.88,12634,369,1303,246,22,10410
154,-8,1937,16,35.12,12542,377,1294,246,18,10507
155,-10,1927,16,20.9,12469,376,1271,253,22,10593
156,-46,1881,16,20.95,12412,365,1249,239,21,10698
157,-40,1841,16,20.79,12342,364,1221,238,17,10802
158,-46,1795,16,20.74,12283,333,1217,228,15,10908
159,-44,1751,16,20.7,12234,310,1189,224,25,11002
160,-3,1748,16,35.13,12148,327,1168,226,24,11091
161,-15,1733,16,34.69,12072,340,1141,225,24,11182
162,-51,1682,17,20.55,12024,317,1111,227,21,11283
163,-49,1633,17,20.58,11978,311,1069,231,18,11376
164,-34,1599,17,20.46,11935,280,1076,221,22,11449
165,-41,1558,17,20.42,11883,257,1054,222,19,11548
166,-23,1535,17,20.39,11815,255,1050,211,17,11635
167,-16,1519,17,34.12,11747,274,1013,213,18,11718
168,-5,1514,18,34.44,11684,293,988,210,20,11787
169,-26,1488,18,20.32,11641,293,978,195,19,11856
170,-35,1453,18,20.17,11598,281,959,195,15,11934
171,-37,1416,18,20.28,11564,250,975,175,13,12005
172,-39,1377,18,20.47,11519,216,976,166,18,12087
173,-33,1344,18,20.5,11481,207,960,151,21,12162
174,-15,1329,18,34.04,11411,231,920,158,18,12244
175,-12,1317,18,33.89,11357,248,884,157,22,12314
176,-30,1287,18,19.94,11317,243,848,174,19,12381
177,-37,1250,18,19.97,11289,232,830,165,23,12443
178,-42,1208,18,19.84,11257,212,817,154,24,12518
179,-17,1191,18,20.02,11221,185,810,167,24,12575
180,-28,1163,18,19.99,11180,178,795,167,21,12641
181,-25,1138,18,33.6,11134,186,761,170,19,12712
182,-24,1114,18,33.73,11100,184,745,168,16,12769
183,-63,1051,18,19.92,11080,172,699,166,12,12853
184,-40,1011,18,19.76,11056,163,680,150,15,12918
185,-27,984,18,19.81,11023,153,672,141,17,12976
186,-36,948,18,19.6,10992,141,646,138,20,13045
187,-15,933,18,19.65,10961,139,627,144,21,13090
188,-24,909,18,32.98,10929,147,606,132,22,13146
189,-30,879,19,33.06,10901,154,574,131,20,13201
190,-30,849,19,19.36,10885,136,565,125,22,13248
191,-33,816,20,19.52,10864,127,550,125,14,13300
