Day,Variation of Infected,Prevalence,Deaths,Seconds,classS,classE,classI,classT3,classT4,classR
1,64,184,0,16.74,24816,64,120,0,0,0
2,60,244,0,17.16,24756,124,118,2,0,0
3,13,257,0,16.75,24743,137,115,5,0,0
4,17,274,0,16.71,24726,154,108,11,1,0
5,15,289,0,16.67,24711,148,124,16,1,0
6,25,314,0,31.49,24684,123,170,20,1,2
7,33,347,0,31.63,24647,117,207,22,1,6
8,14,361,0,16.73,24625,115,220,24,2,14
9,17,378,0,16.77,24603,123,222,30,3,19
10,14,392,0,16.84,24588,116,235,38,3,20
11,24,416,0,16.75,24557,122,251,40,2,28
12,15,431,0,16.83,24534,114,272,42,3,35
13,10,441,0,31.88,24503,125,270,40,6,56
14,22,463,0,31.95,24468,137,273,46,7,69
15,6,469,0,16.9,24439,146,268,46,7,94
16,15,484,0,16.84,24411,147,278,52,7,105
17,31,515,0,16.86,24372,158,294,59,4,113
18,15,530,0,16.82,24347,148,317,59,5,124
19,24,554,0,16.8,24306,159,329,61,5,140
20,17,571,0,31.8,24275,157,346,63,5,154
21,14,585,0,32.05,24239,170,352,58,5,176
22,8,593,0,16.93,24216,160,369,60,4,191
23,14,607,0,16.97,24183,153,390,61,3,210
24,8,615,0,17.03,24159,145,398,65,6,227
25,25,640,0,17.02,24120,157,411,67,4,241
26,14,654,0,17.07,24084,152,429,69,4,262
27,26,680,0,32.15,24036,177,430,70,3,284
28,25,705,0,32.19,23993,188,440,74,3,302
29,16,721,0,17.11,23960,190,449,77,5,319
30,18,739,0,17.07,23916,204,455,76,4,345
31,25,764,0,17.2,23869,209,473,80,2,367
32,8,772,0,17.21,23836,193,489,84,4,394
33,27,799,0,17.22,23780,212,503,81,3,421
34,33,832,0,32.25,23723,230,511,85,5,446
35,24,856,0,32.43,23664,246,511,93,4,482
36,34,890,0,17.27,23604,264,526,93,5,508
37,-2,888,0,17.26,23569,263,528,91,4,545
38,28,916,0,17.25,23518,261,552,96,6,567
39,15,931,0,17.24,23466,249,578,99,5,603
40,33,964,0,17.31,23395,267,590,98,7,643
41,32,996,0,32.48,23332,282,599,108,6,673
42,42,1038,0,32.48,23259,304,607,120,6,704
43,24,1062,0,17.42,23204,300,634,120,8,734
44,14,1076,1,17.43,23158,302,636,128,8,767
45,10,1086,1,17.5,23111,278,662,136,9,803
46,5,1091,1,17.56,23065,259,696,128,7,844
47,33,1124,1,17.65,22994,264,712,137,10,882
48,77,1201,1,32.82,22892,313,736,140,12,906
49,29,1230,1,32.87,22824,336,742,135,17,945
50,0,1230,1,17.66,22779,333,748,136,12,991
51,0,1230,1,17.64,22732,330,758,126,15,1038
52,8,1238,2,17.74,22672,301,794,127,16,1088
53,28,1266,2,17.7,22599,291,823,139,13,1133
54,16,1282,2,17.58,22524,303,820,144,14,1193
55,13,1295,2,32.87,22458,320,823,138,12,1247
56,45,1340,2,33.08,22363,369,819,138,11,1298
57,2,1342,2,17.81,22309,357,830,141,13,1348
58,14,1356,2,17.97,22248,349,841,152,14,1394
59,33,1389,2,17.81,22175,342,869,165,13,1434
60,33,1422,2,17.9,22087,349,877,182,13,1490
61,27,1449,2,18.01,22019,349,904,179,17,1530
62,36,1485,2,33.37,21928,375,911,176,20,1588
63,26,1511,2,33.58,21843,402,920,168,21,1644
64,21,1532,2,17.98,21774,398,942,168,21,1695
65,-4,1528,2,17.96,21706,386,942,180,20,1764
66,45,1573,2,18.08,21617,389,977,183,23,1809
67,10,1583,2,18.08,21546,368,1013,186,15,1870
68,12,1595,3,18.06,21471,373,1022,182,17,1932
69,23,1618,3,33.48,21383,391,1022,188,17,1996
70,44,1662,3,33.39,21290,406,1043,194,19,2045
71,7,1669,3,18.24,21215,399,1054,192,22,2115
72,21,1690,3,18.15,21126,410,1047,213,19,2182
73,10,1700,3,18.07,21040,416,1055,206,21,2259
74,6,1706,3,18.18,20965,398,1078,206,23,2327
75,14,1720,3,18.1,20885,408,1070,223,18,2393
76,52,1772,3,33.49,20768,436,1101,211,24,2457
77,38,1810,3,33.77,20662,456,1107,213,31,2528
78,-6,1804,3,18.53,20589,447,1107,223,25,2606
79,23,1827,4,18.35,20498,455,1116,226,30,2671
80,-36,1791,4,18.51,20438,441,1112,212,25,2768
81,-6,1785,4,18.49,20371,396,1144,221,21,2843
82,12,1797,4,18.55,20285,374,1190,210,22,2915
83,42,1839,4,33.8,20178,403,1190,227,18,2980
84,44,1883,6,34.07,20063,447,1185,231,16,3052
85,-14,1869,6,18.56,20004,437,1173,234,22,3124
86,14,1883,6,18.61,19925,435,1193,233,21,3187
87,13,1896,6,18.5,19834,439,1191,244,21,3265
88,-24,1872,6,18.55,19767,395,1216,235,24,3357
89,9,1881,6,18.55,19671,400,1232,222,26,3443
90,42,1923,6,34.09,19561,434,1233,227,27,3512
91,19,1942,6,34.11,19455,475,1214,226,25,3599
92,-3,1939,6,18.99,19387,458,1244,212,24,3669
93,-28,1911,6,19.13,19323,426,1242,213,27,3763
94,-1,1910,6,18.52,19234,423,1227,232,25,3853
95,-6,1904,6,18.69,19150,396,1243,239,22,3944
96,22,1926,6,18.59,19057,392,1265,247,22,4011
97,32,1958,6,33.97,18943,442,1233,252,27,4097
98,-1,1957,6,34.0,18865,445,1222,261,27,4174
99,-12,1945,6,18.7,18803,430,1225,262,27,4247
100,-13,1932,6,18.74,18741,401,1253,254,22,4323
101,-8,1924,6,18.59,18663,384,1252,256,28,4411
102,-1,1923,6,18.75,18576,360,1286,247,29,4496
103,-20,1903,6,18.64,18499,368,1259,250,26,4592
104,13,1916,6,34.14,18396,399,1234,254,28,4683
105,5,1921,6,34.31,18305,434,1203,256,26,4770
106,-12,1909,6,18.75,18236,416,1207,250,33,4852
107,-11,1898,6,18.59,18159,417,1200,245,35,4938
108,-27,1871,6,18.55,18088,391,1206,234,38,5037
109,-28,1843,6,18.41,18022,360,1215,235,33,5129
110,-20,1823,6,18.47,17959,346,1213,230,33,5213
111,3,1826,6,33.92,17866,367,1196,228,31,5306
112,-17,1809,6,34.2,17778,383,1174,229,22,5408
113,-28,1781,6,18.59,17715,379,1157,220,22,5501
114,-33,1748,6,18.6,17662,359,1163,200,24,5586
115,-18,1730,7,18.64,17589,358,1155,193,22,5676
116,-13,1717,7,18.65,17513,332,1147,212,24,5765
117,-1,1716,7,18.58,17443,331,1144,215,26,5834
118,16,1732,7,33.96,17351,364,1128,215,25,5910
119,-6,1726,7,33.9,17266,383,1094,219,25,6006
120,-5,1721,7,18.4,17205,380,1098,214,26,6070
121,-19,1702,7,18.49,17145,363,1079,235,20,6151
122,-13,1689,7,18.41,17080,347,1069,247,26,6224
123,3,1692,7,18.33,16999,342,1079,249,20,6304
