Day,Variation of Infected,Prevalence,Deaths,Seconds,classS,classE,classI,classT3,classT4,classR
1,59,179,0,17.46,24821,59,120,0,0,0
2,51,230,0,17.6,24770,110,120,0,0,0
3,24,254,0,17.45,24746,134,115,5,0,0
4,12,266,0,17.38,24734,145,110,11,0,0
5,13,279,0,17.3,24721,145,122,12,0,0
6,33,312,0,31.02,24688,137,162,12,1,0
7,32,344,0,31.0,24652,129,197,17,1,4
8,33,377,0,17.87,24612,136,218,22,1,11
9,22,399,1,17.42,24580,152,215,30,1,21
10,7,406,1,17.59,24564,147,226,33,0,29
11,12,418,1,17.71,24545,135,249,32,2,36
12,21,439,1,17.7,24516,134,269,34,2,44
13,38,477,1,31.96,24464,137,302,35,3,58
14,18,495,1,32.05,24431,145,307,38,4,74
15,22,517,1,17.55,24395,164,302,45,4,89
16,-4,513,1,17.76,24377,160,293,55,5,109
17,16,529,1,17.55,24348,157,310,55,7,122
18,24,553,1,17.82,24317,149,332,66,6,129
19,27,580,1,17.75,24275,153,357,62,8,144
20,22,602,1,31.51,24239,159,372,61,10,158
21,26,628,1,31.63,24197,177,372,64,14,175
22,16,644,1,17.94,24172,173,386,74,11,183
23,5,649,1,18.1,24147,166,406,71,6,203
24,12,661,1,17.89,24115,157,422,77,5,223
25,4,665,1,17.85,24088,147,445,67,6,246
26,31,696,1,17.84,24046,153,465,70,8,257
27,24,720,2,31.87,24001,167,471,73,9,277
28,16,736,2,31.91,23966,177,475,74,10,296
29,12,748,2,18.24,23938,173,483,82,10,312
30,23,771,2,18.28,23895,193,483,82,11,334
31,9,780,2,18.29,23852,187,505,77,11,366
32,1,781,2,17.96,23818,184,511,76,9,400
33,12,793,2,18.19,23769,195,512,77,8,437
34,34,827,3,32.42,23712,221,510,85,9,460
35,12,839,3,32.52,23668,230,512,84,11,492
36,8,847,3,17.95,23625,227,528,82,10,525
37,26,873,3,18.18,23573,244,526,92,10,552
38,11,884,3,18.25,23518,245,540,85,11,598
39,-5,879,3,18.09,23482,229,551,81,16,638
40,21,900,3,18.29,23430,226,570,84,18,669
41,34,934,3,32.57,23362,257,569,89,18,702
42,29,963,3,32.56,23312,265,585,94,18,723
43,18,981,3,18.09,23262,264,608,92,16,755
44,22,1003,3,18.36,23205,264,619,103,13,793
45,19,1022,3,18.15,23150,275,630,105,10,827
46,31,1053,3,18.43,23087,276,648,119,10,857
47,19,1072,3,18.55,23034,266,676,115,15,891
48,14,1086,3,32.8,22970,288,661,124,13,941
49,26,1112,3,32.72,22903,301,675,123,13,982
50,25,1137,3,18.49,22851,296,698,127,15,1010
51,-2,1135,3,18.58,22799,289,693,138,15,1063
52,13,1148,3,18.51,22747,283,712,138,14,1103
53,13,1161,3,18.49,22696,270,730,146,14,1141
54,1,1162,4,18.58,22640,264,736,143,18,1195
55,27,1189,4,33.17,22550,295,731,147,15,1258
56,33,1222,4,33.37,22472,326,727,152,14,1305
57,19,1241,4,18.61,22412,338,737,148,17,1344
58,14,1255,4,18.76,22355,332,758,149,16,1386
59,17,1272,4,18.91,22289,323,787,148,13,1436
60,27,1299,4,18.72,22224,325,809,153,12,1473
61,20,1319,4,18.59,22157,322,828,150,16,1523
