Day,Variation of Infected,Prevalence,Deaths,Seconds,classS,classE,classI,classT3,classT4,classR
1,67,187,0,16.95,24813,67,120,0,0,0
2,49,236,0,17.19,24764,116,119,1,0,0
3,16,252,0,17.14,24748,132,112,6,2,0
4,19,271,0,17.33,24729,151,107,11,2,0
5,13,284,0,17.45,24716,142,125,15,2,0
6,41,325,0,31.33,24675,133,175,15,2,0
7,37,362,0,31.35,24633,141,198,21,2,5
8,31,393,0,17.56,24595,155,211,24,3,12
9,19,412,0,17.49,24572,154,227,27,4,16
10,16,428,0,17.54,24552,157,239,30,2,20
11,17,445,0,17.17,24528,136,273,33,3,27
12,9,454,0,17.49,24502,125,294,32,3,44
13,19,473,0,32.42,24466,130,301,38,3,62
14,19,492,0,33.11,24434,139,307,42,4,74
15,6,498,0,18.61,24410,137,316,41,4,92
16,15,513,0,18.21,24384,140,324,44,4,104
17,17,530,0,18.47,24355,140,335,49,6,115
18,17,547,0,18.22,24330,136,353,51,6,124
19,15,562,0,18.75,24305,129,373,53,6,134
20,27,589,0,33.26,24267,140,384,59,6,144
21,21,610,0,33.46,24228,154,390,61,5,162
22,5,615,0,18.74,24205,152,389,69,5,180
23,7,622,0,18.84,24177,152,392,70,6,203
24,11,633,0,18.76,24148,154,398,73,8,219
25,8,641,0,18.49,24121,139,415,73,14,238
26,16,657,0,18.8,24091,135,428,78,14,254
27,17,674,0,33.4,24051,152,431,78,13,275
28,16,690,0,33.47,24012,157,443,80,9,299
29,2,692,0,18.94,23983,167,435,83,6,326
30,-7,685,0,18.5,23956,163,443,74,5,359
31,-5,680,0,18.5,23928,157,448,68,7,392
32,1,681,0,18.82,23902,142,461,68,9,418
33,0,681,0,18.49,23873,131,462,78,10,446
34,24,705,0,32.51,23828,153,454,86,12,467
35,10,715,0,30.85,23790,168,445,88,10,499
36,-5,710,0,17.91,23765,164,448,91,7,525
37,0,710,0,18.15,23740,165,451,89,5,550
38,-5,705,0,17.46,23723,142,466,89,8,572
39,11,716,0,17.65,23682,143,469,92,11,603
40,-7,709,0,17.65,23650,138,470,89,10,643
41,5,714,1,31.24,23606,156,462,86,9,680
42,8,722,1,31.03,23558,182,439,92,9,719
43,-17,705,1,17.62,23542,170,435,90,10,752
44,1,706,1,17.61,23511,172,432,93,9,782
45,-2,704,1,17.77,23475,173,426,93,11,821
46,12,716,1,17.98,23434,171,441,93,10,850
47,8,724,1,17.94,23387,175,446,92,10,889
48,9,733,1,31.12,23350,190,445,89,9,916
49,5,738,2,31.01,23314,189,453,87,8,947
50,2,740,3,17.81,23283,187,462,84,6,975
51,12,752,3,17.51,23247,174,482,87,8,999
52,-1,751,3,17.58,23210,172,477,89,10,1039
53,4,755,3,17.73,23170,173,483,88,9,1074
54,0,755,3,18.24,23132,181,482,86,6,1110
