Day,Variation of Infected,Prevalence,Deaths,Seconds,classS,classE,classI,classT3,classT4,classR
1,65,185,0,17.0,24815,65,120,0,0,0
2,54,239,0,17.24,24761,119,119,1,0,0
3,11,250,0,17.11,24750,130,115,5,0,0
4,14,264,0,17.11,24736,144,110,10,0,0
5,13,277,0,17.09,24723,143,119,15,0,0
6,32,309,0,30.93,24691,123,166,20,0,0
7,40,349,0,30.94,24647,120,202,25,2,4
8,27,376,0,17.42,24614,138,207,28,3,10
9,12,388,0,17.47,24596,139,214,31,4,16
10,14,402,0,17.48,24579,137,225,36,4,19
11,14,416,0,17.45,24557,127,252,33,4,27
12,11,427,0,17.5,24536,112,278,32,5,37
13,23,450,0,31.73,24502,118,283,42,5,50
14,8,458,0,31.69,24476,125,291,39,3,66
15,9,467,0,17.29,24452,126,296,42,2,82
16,2,469,0,17.28,24439,116,310,42,1,92
17,9,478,0,17.55,24424,97,335,44,2,98
18,15,493,0,17.36,24398,100,342,47,4,109
19,7,500,0,17.61,24377,98,337,59,5,124
20,23,523,0,31.82,24343,108,345,63,7,134
21,9,532,0,31.9,24321,119,338,66,9,147
22,3,535,0,17.45,24303,119,332,74,10,162
23,14,549,0,17.48,24276,124,337,77,10,176
24,-6,543,1,17.39,24263,107,348,76,11,194
25,2,545,2,17.46,24241,100,362,71,12,212
26,5,550,2,17.45,24215,104,358,74,13,234
27,20,570,2,31.37,24181,121,362,75,12,247
28,10,580,2,31.36,24149,130,368,71,10,270
29,-5,575,2,17.45,24121,140,356,72,6,303
30,12,587,4,17.51,24094,140,369,73,5,315
31,4,591,4,17.45,24059,152,362,70,4,349
32,-10,581,4,17.43,24035,144,363,71,3,380
33,12,593,4,17.79,24004,147,368,73,5,399
34,26,619,4,32.12,23957,162,379,72,5,421
35,15,634,4,32.16,23923,165,383,80,3,442
36,7,641,4,17.69,23897,167,386,83,4,459
37,10,651,4,17.63,23855,179,389,77,3,493
38,-3,648,4,17.6,23828,173,385,83,3,524
39,12,660,4,17.67,23788,167,413,75,4,549
40,8,668,4,17.86,23753,177,412,73,6,575
41,4,672,4,32.27,23721,166,423,74,6,606
42,15,687,4,32.33,23683,173,437,68,7,628
43,-6,681,4,17.85,23653,167,436,70,7,663
44,9,690,4,17.66,23615,170,438,71,8,694
45,14,704,4,17.72,23579,177,444,71,12,713
46,7,711,4,17.95,23545,176,458,67,10,740
47,-2,709,4,17.52,23513,163,468,67,10,775
48,34,743,4,31.39,23454,196,468,65,14,799
49,19,762,4,31.47,23404,209,475,67,11,830
50,-6,756,4,17.57,23379,192,482,72,9,862
51,11,767,4,17.8,23344,199,482,78,8,885
52,2,769,4,17.61,23320,179,498,83,9,907
53,2,771,4,17.68,23292,157,525,77,11,934
54,5,776,4,17.65,23250,158,522,83,12,971
55,29,805,4,31.57,23190,183,528,84,8,1003
56,25,830,4,31.65,23136,204,526,91,9,1030
57,14,844,4,17.94,23095,222,516,95,11,1057
58,9,853,4,17.88,23062,225,519,94,15,1081
59,10,863,4,17.74,23019,221,529,99,14,1114
60,12,875,4,17.96,22981,210,547,107,10,1141
61,26,901,4,17.76,22927,204,579,105,11,1170
62,24,925,4,31.67,22873,227,582,101,12,1201
63,-7,918,4,31.68,22831,232,575,102,9,1247
64,7,925,4,17.76,22792,228,582,100,15,1279
65,15,940,4,17.94,22749,227,592,104,16,1308
66,-6,934,4,17.81,22713,210,613,101,8,1351
67,25,959,4,18.0,22654,218,623,109,7,1385
68,-1,958,4,17.78,22606,222,618,108,10,1432
69,44,1002,4,31.77,22533,256,620,116,9,1462
70,16,1018,4,32.13,22481,266,622,117,13,1497
71,-9,1009,4,18.16,22454,256,622,117,12,1535
72,-3,1006,4,18.19,22413,242,629,119,13,1580
73,0,1006,4,18.2,22371,224,644,126,12,1619
74,9,1015,4,18.1,22311,207,670,125,10,1673
75,10,1025,4,18.12,22259,225,657,130,11,1714
76,18,1043,4,32.34,22192,260,644,124,12,1764
77,5,1048,5,32.36,22144,268,643,126,11,1803
78,-3,1045,5,18.2,22098,267,644,125,9,1852
79,14,1059,5,18.13,22040,274,654,122,7,1898
80,4,1063,5,18.27,21996,256,673,125,8,1937
81,7,1070,5,18.06,21941,248,692,122,7,1985
82,16,1086,6,18.28,21882,258,692,129,6,2027
83,21,1107,6,32.69,21814,273,696,127,10,2074
84,16,1123,7,32.79,21760,274,707,128,13,2111
85,2,1125,7,18.21,21717,270,713,127,15,2151
86,8,1133,7,18.33,21662,272,712,131,15,2201
87,-10,1123,7,18.36,21612,262,711,133,15,2260
88,11,1134,7,18.22,21561,242,737,137,17,2299
89,14,1148,7,18.34,21509,248,742,140,17,2337
90,35,1183,7,32.86,21433,278,740,147,17,2378
91,16,1199,7,32.9,21371,297,742,145,15,2423
92,-2,1197,7,18.31,21327,279,750,153,14,2470
93,-9,1188,7,18.36,21274,281,737,157,13,2531
94,-11,1177,7,18.22,21241,262,748,155,10,2577
95,0,1177,7,18.76,21200,229,777,161,7,2619
96,17,1194,8,18.33,21130,244,784,158,8,2668
97,24,1218,8,32.8,21065,258,787,162,11,2709
98,20,1238,8,32.91,20992,284,784,160,9,2763
99,-15,1223,8,18.25,20952,287,765,158,12,2818
100,-13,1210,8,18.21,20906,285,754,155,13,2879
101,-2,1208,8,18.21,20855,271,766,154,16,2930
102,-5,1203,8,18.35,20801,254,775,158,14,2990
103,-5,1198,8,18.44,20748,245,785,153,14,3047
104,33,1231,8,32.88,20666,287,775,154,14,3096
105,28,1259,8,32.88,20602,297,782,162,17,3132
106,-4,1255,8,18.24,20556,301,779,160,14,3182
107,0,1255,8,18.3,20505,291,788,160,16,3232
108,4,1259,8,18.24,20442,291,804,150,13,3292
109,-10,1249,8,18.37,20380,286,806,144,13,3363
110,7,1256,8,18.27,20323,278,827,140,9,3415
111,1,1257,8,32.5,20261,297,808,136,13,3477
112,21,1278,8,32.35,20191,321,802,139,15,3524
113,-21,1257,8,18.4,20146,300,805,136,16,3589
114,29,1286,8,18.43,20082,293,828,140,22,3627
115,-5,1281,8,18.44,20021,297,814,145,23,3692
116,0,1281,8,18.44,19968,281,829,151,18,3745
117,-19,1262,8,18.36,19925,265,828,150,18,3806
118,10,1272,8,32.43,19859,279,820,157,16,3861
119,9,1281,8,32.7,19793,298,802,164,17,3918
120,-21,1260,8,18.41,19758,262,824,153,18,3977
121,1,1261,8,18.55,19702,265,816,151,26,4032
122,5,1266,8,18.53,19649,260,830,154,19,4080
123,-27,1239,9,18.57,19608,248,834,139,16,4146
124,10,1249,9,18.56,19552,246,844,139,16,4194
125,10,1259,9,32.96,19487,262,829,153,13,4247
126,-5,1254,9,33.01,19425,270,831,144,9,4312
127,-5,1249,9,18.55,19384,271,811,157,9,4359
128,-13,1236,9,18.55,19337,260,803,167,5,4419
129,2,1238,9,18.45,19281,255,801,174,6,4474
130,-9,1229,10,18.54,19234,250,803,166,9,4528
131,1,1230,10,18.57,19187,237,810,167,13,4576
132,16,1246,10,32.86,19109,273,797,163,13,4635
133,2,1248,11,32.7,19038,299,768,166,13,4705
134,-5,1243,11,18.28,18995,279,781,168,12,4754
135,-1,1242,11,18.56,18938,295,759,174,13,4810
136,-11,1231,11,18.53,18891,284,765,166,15,4868
137,1,1232,11,18.37,18833,273,776,171,12,4924
138,12,1244,11,18.47,18776,267,789,177,9,4971
139,8,1252,11,32.91,18713,279,799,159,13,5026
140,-11,1241,11,32.8,18658,284,794,151,9,5093
141,1,1242,11,18.41,18597,288,796,150,8,5150
142,5,1247,11,18.42,18538,285,801,150,10,5205
143,4,1251,11,18.55,18488,283,809,144,15,5250
144,-8,1243,11,18.48,18432,267,826,138,10,5316
145,5,1248,11,18.46,18373,282,811,140,13,5370
146,22,1270,11,32.44,18298,296,816,138,16,5425
147,12,1282,11,32.34,18230,307,810,146,16,5480
148,1,1283,11,18.47,18179,307,805,155,16,5527
149,-15,1268,11,18.44,18134,297,804,150,15,5589
150,0,1268,11,18.36,18075,286,814,152,14,5648
151,-5,1263,11,18.45,18020,271,824,148,18,5708
152,-15,1248,11,18.49,17967,269,819,144,16,5774
153,28,1276,11,32.41,17886,291,830,141,14,5827
154,30,1306,11,32.45,17807,324,816,151,14,5877
155,9,1315,11,18.4,17747,330,810,155,18,5929
156,-14,1301,12,18.4,17705,320,795,166,18,5984
157,-11,1290,12,18.63,17658,304,803,169,12,6042
158,5,1295,12,18.59,17604,267,846,169,11,6091
