Day,Variation of Infected,Prevalence,Deaths,Seconds,classS,classE,classI,classT3,classT4,classR
1,70,190,0,16.87,24810,70,120,0,0,0
2,44,234,0,17.09,24766,114,117,3,0,0
3,18,252,0,16.96,24748,132,111,9,0,0
4,16,268,0,17.14,24732,148,108,12,0,0
5,19,287,0,17.02,24713,155,114,18,0,0
6,29,316,0,30.58,24684,134,163,19,0,0
7,32,348,0,30.68,24650,118,205,23,1,3
8,13,361,0,17.17,24625,122,211,28,0,14
9,15,376,0,17.21,24603,132,214,30,0,21
10,19,395,0,17.27,24578,128,228,38,1,27
11,19,414,0,17.25,24552,127,247,38,2,34
12,13,427,0,17.2,24527,125,255,43,2,48
13,11,438,0,31.22,24502,122,261,53,2,60
14,12,450,0,31.24,24477,125,269,51,5,73
15,7,457,0,17.32,24456,120,276,56,5,87
16,4,461,0,17.35,24437,110,285,61,5,102
17,18,479,0,17.39,24403,124,290,60,5,118
18,7,486,0,17.36,24381,118,301,61,6,133
19,8,494,0,17.17,24359,116,307,67,4,147
20,20,514,0,30.91,24324,130,306,73,3,164
21,18,532,1,31.01,24286,140,316,73,3,181
22,4,536,1,17.53,24269,136,322,71,6,195
23,3,539,1,17.47,24251,127,337,68,7,209
24,2,541,1,17.51,24229,122,346,65,8,229
25,13,554,1,17.58,24198,123,353,71,6,248
26,12,566,1,17.56,24164,121,364,73,8,269
27,18,584,1,31.7,24134,132,375,70,7,281
28,7,591,1,31.72,24112,141,372,68,10,296
29,-6,585,1,17.53,24098,129,388,58,10,316
30,-3,582,1,17.56,24074,120,396,58,8,343
31,11,593,1,17.38,24043,123,398,64,8,363
32,16,609,1,17.62,24007,129,408,65,6,384
33,5,614,1,17.57,23978,137,410,60,7,407
34,14,628,1,31.72,23941,153,410,58,7,430
35,14,642,1,31.76,23904,167,408,61,6,453
36,13,655,1,17.6,23871,167,424,61,3,473
37,7,662,1,17.62,23841,164,425,66,4,499
38,1,663,1,17.62,23807,169,427,60,7,529
39,8,671,1,17.51,23769,166,434,62,8,560
40,12,683,1,17.4,23731,166,442,65,10,585
41,30,713,1,31.22,23682,187,445,73,7,605
42,17,730,1,31.29,23640,201,443,79,5,631
43,-3,727,1,17.5,23619,189,449,81,7,654
44,16,743,1,17.47,23577,189,455,93,6,679
45,0,743,1,17.52,23546,173,473,92,4,711
46,10,753,2,17.48,23499,172,485,91,5,746
47,7,760,2,17.48,23460,180,474,100,6,778
48,21,781,2,31.36,23410,204,469,104,4,807
49,39,820,2,31.41,23352,222,487,104,7,826
50,-1,819,2,17.58,23319,221,480,107,11,860
51,10,829,2,17.58,23275,219,495,102,13,894
52,4,833,2,17.75,23230,225,495,103,10,935
53,12,845,2,17.83,23192,210,521,102,12,961
54,4,849,2,17.62,23150,200,524,112,11,1001
55,23,872,2,31.48,23101,207,538,114,12,1026
56,18,890,2,31.47,23039,232,537,107,13,1070
57,-11,879,2,17.68,23006,224,541,100,13,1114
58,-11,868,2,17.77,22974,214,542,103,7,1158
59,4,872,3,17.85,22926,217,551,95,6,1202
60,15,887,3,17.87,22881,211,575,92,6,1232
61,11,898,3,17.89,22840,195,593,103,6,1260
62,30,928,3,32.04,22781,224,593,101,10,1288
63,34,962,3,32.17,22719,248,595,108,10,1317
64,3,965,3,17.76,22683,235,596,122,10,1351
65,19,984,3,17.72,22625,256,597,116,12,1391
66,7,991,4,17.93,22574,263,596,119,12,1432
67,7,998,4,17.9,22529,244,613,127,11,1472
68,-8,990,4,17.77,22496,225,611,141,11,1512
69,26,1016,4,31.69,22436,236,628,141,10,1545
70,25,1041,4,31.7,22381,243,646,139,11,1576
71,14,1055,4,18.07,22328,254,651,140,9,1614
72,-14,1041,4,17.83,22302,228,659,142,12,1653
73,0,1041,4,17.86,22256,228,659,142,12,1699
74,5,1046,4,18.07,22212,226,664,145,11,1738
75,0,1046,4,17.94,22170,209,681,145,11,1780
76,21,1067,4,31.88,22102,227,678,143,16,1830
77,23,1090,5,31.82,22037,263,675,138,12,1870
78,-5,1085,5,17.91,22001,263,661,148,11,1911
79,2,1087,5,17.97,21969,252,670,154,11,1939
80,-9,1078,5,17.91,21928,232,686,147,11,1991
81,3,1081,6,18.06,21871,226,701,142,12,2042
82,17,1098,6,18.08,21813,227,716,141,12,2085
83,-1,1097,6,32.34,21755,257,689,139,11,2143
84,8,1105,6,32.34,21700,263,691,143,8,2189
85,-7,1098,6,18.13,21650,278,659,152,8,2247
86,0,1098,6,18.09,21606,253,673,159,12,2291
87,-2,1096,6,18.14,21553,248,674,161,13,2345
88,18,1114,6,17.95,21494,248,698,153,14,2387
89,2,1116,6,18.0,21439,263,687,150,16,2439
90,32,1148,6,31.92,21367,284,682,159,21,2481
91,5,1153,6,31.88,21313,292,678,161,22,2528
92,2,1155,6,17.98,21263,290,686,159,20,2576
93,-17,1138,6,18.0,21215,282,695,138,21,2643
94,7,1145,6,18.03,21167,263,719,142,19,2684
95,-1,1144,6,17.98,21116,252,735,140,15,2736
96,1,1145,6,18.38,21055,254,725,148,16,2796
97,24,1169,6,32.7,20978,285,712,158,13,2848
98,27,1196,7,32.48,20915,303,726,154,13,2882
99,-1,1195,7,18.05,20867,302,737,145,9,2933
100,13,1208,8,18.0,20810,301,741,153,10,2977
101,3,1211,8,18.21,20757,286,758,157,8,3026
102,-1,1210,8,18.2,20700,273,769,157,10,3083
